"prov_identifier","lat_prov","long_prov","elev_prov","MAT_prov","MSP100_prov","spring_event","fall_event","lat_garden","long_garden","elev_garden","year","MAT_garden","MSP100_garden","prov_continent","garden_continent","prov_garden_continent","species","species_type","garden_identifier","label","percentage","sd","distance_from_garden","earth_distance_from_garden","earth_distance_from_garden_min","spring_event_closest_prov","spring_event_difference","fall_event_closest_prov","fall_event_difference","MAT_diffo","species_garden","fitA_spring_lat_slope","fitA_spring_lat_intercept","Species","fitA_spring_lat_diffo_slope","fitA_spring_lat_diffo_intercept","fitA_fall_lat_diffo_slope","fitA_fall_lat_diffo_intercept","fitA_spring_mat_diffo_slope","fitA_spring_mat_diffo_intercept","fitA_fall_mat_diffo_slope","fitA_fall_mat_diffo_intercept","fitA_spring_mat_slope","fitA_spring_mat_intercept","fitC_spring_lat_slope","fitC_spring_lat_intercept","fitC_fall_lat_slope","fitC_fall_lat_intercept","doy","identifier","gdd_10yr_mean","fitD_spring_lat_slope","fitD_spring_lat_intercept","fitD_spring_mat_slope","fitD_spring_mat_intercept","fitA_spring_earth_distance_slope","fitA_spring_earth_distance_intercept","fitA_fall_earth_distance_slope","fitA_fall_earth_distance_intercept"
"prov14",54.13333333,-121.7833333,760,3.1,NA,112.91,NA,50.78333333,-119.4,560,"1999",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",68.15405189,6.902733149,3.35,406.3972621,9585.893913,105.448,-7.462,NA,NA,3.1,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,113,"prov14",148.542,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov15",54.5,-128.5666667,70,6.5,NA,106.94,NA,50.78333333,-119.4,560,"1999",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",84.08216318,4.874249088,3.71666667,744.8053339,9585.893913,105.448,-1.492,NA,NA,0.3,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,107,"prov15",264.505,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov16",54.7,-128.2666667,270,5.9,NA,109.03,NA,50.78333333,-119.4,560,"1999",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",35.32103673,5.243393707,3.91666667,739.7608805,9585.893913,105.448,-3.582,NA,NA,0.3,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,109,"prov16",64.8355,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov17",55.13333333,-127.7166667,350,5.5,NA,114.403,NA,50.78333333,-119.4,560,"1999",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",49.84886714,5.533374832,4.35,738.5235378,9585.893913,105.448,-8.955,NA,NA,0.7,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,114,"prov17",94.0145,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov18",55.18333333,-127.7833333,480,4.1,NA,116.791,NA,50.78333333,-119.4,560,"1999",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",72.62774876,5.503150195,4.4,745.2853447,9585.893913,105.448,-11.343,NA,NA,2.1,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,117,"prov18",218.1535,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov1",49.25,-117.1666667,840,4.9,NA,113.209,NA,53.75,-122.7166667,630,"1999",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",75.19095466,4.962860542,4.5,631.4103167,6630.316388,119.776,6.567,NA,NA,0.7,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,113,"prov1",157.5065,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov2",49.63333333,-116.05,990,4.3,NA,112.91,NA,53.75,-122.7166667,630,"1999",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",84.41051272,5.348975063,4.11666667,649.3244968,6630.316388,119.776,6.866,NA,NA,0.1,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,113,"prov2",228.6755,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov3",50.06666667,-117.3833333,915,5,NA,113.507,NA,53.75,-122.7166667,630,"1999",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",84.56219787,5.217706992,3.68333333,549.8515093,6630.316388,119.776,6.269,NA,NA,0.8,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,114,"prov3",227.396,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov4",51.36666667,-118.3,990,3.5,NA,117.09,NA,53.75,-122.7166667,630,"1999",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",53.66416221,5.641148654,2.38333333,399.9429357,6630.316388,119.776,2.686,NA,NA,0.7,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,117,"prov4",52.1375,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov5",50.56666667,-118.8333333,850,5.1,NA,115,NA,53.75,-122.7166667,630,"1999",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",83.84603576,5.411173069,3.18333333,442.6811855,6630.316388,119.776,4.776,NA,NA,0.9,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,115,"prov5",256.123,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov6",50.76666667,-119.5333333,600,5.8,NA,110.821,NA,53.75,-122.7166667,630,"1999",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",86.33317423,5.526515823,2.98333333,396.7041852,6630.316388,119.776,8.955,NA,NA,1.6,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,111,"prov6",160.0825,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov7",50.81666667,-119.75,1250,3.8,NA,112.612,NA,53.75,-122.7166667,630,"1999",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",80.55948153,5.486133567,2.93333333,384.012477,6630.316388,119.776,7.164,NA,NA,0.4,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,113,"prov7",256.627,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov8",52.51666667,-122.4,760,4.7,NA,115.597,NA,53.75,-122.7166667,630,"1999",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",93.06076738,6.189762555,1.23333333,138.8824988,6630.316388,119.776,4.179,NA,NA,0.5,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,116,"prov8",201.006,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov9",52.51666667,-121.5166667,830,3.8,NA,114.104,NA,53.75,-122.7166667,630,"1999",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",87.94503323,6.023658574,1.23333333,159.0227016,6630.316388,119.776,5.672,NA,NA,0.4,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,114,"prov9",169.355,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov10",52.78333333,-122.2333333,760,4,NA,121.269,NA,53.75,-122.7166667,630,"1999",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",83.08924469,6.242550454,0.96666667,112.3105262,6630.316388,119.776,-1.493,NA,NA,0.2,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,121,"prov10",183.9225,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov11",53.78333333,-122.6333333,975,2.9,NA,119.776,NA,53.75,-122.7166667,630,"1999",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",94.88662728,6.574093327,0.03333333,6.630316388,6630.316388,119.776,0,NA,NA,1.3,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,120,"prov11",214.9575,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov12",53.91666667,-122.3666667,915,2.7,NA,117.985,NA,53.75,-122.7166667,630,"1999",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",79.89265973,6.62539656,0.16666667,29.58200746,6630.316388,119.776,1.791,NA,NA,1.5,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,118,"prov12",145.9605,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov13",54.1,-122.35,685,3.4,NA,119.179,NA,53.75,-122.7166667,630,"1999",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",89.98075195,6.76489902,0.35,45.80165867,6630.316388,119.776,0.597,NA,NA,0.8,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,119,"prov13",188.997,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov14",54.13333333,-121.7833333,760,3.1,NA,120.075,NA,53.75,-122.7166667,630,"1999",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",88.81457727,6.902733149,0.38333333,74.6772847,6630.316388,119.776,-0.299,NA,NA,1.1,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,120,"prov14",193.63,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov15",54.5,-128.5666667,70,6.5,NA,111.418,NA,53.75,-122.7166667,630,"1999",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",75.84199831,4.874249088,0.75,391.3480611,6630.316388,119.776,8.358,NA,NA,2.3,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,111,"prov15",293.8045,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov16",54.7,-128.2666667,270,5.9,NA,115.896,NA,53.75,-122.7166667,630,"1999",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",48.31322104,5.243393707,0.95,376.992755,6630.316388,119.776,3.88,NA,NA,1.7,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,116,"prov16",76.177,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov17",55.13333333,-127.7166667,350,5.5,NA,118.881,NA,53.75,-122.7166667,630,"1999",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",66.06032442,5.533374832,1.38333333,358.9787917,6630.316388,119.776,0.895,NA,NA,1.3,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,119,"prov17",113.1275,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov18",55.18333333,-127.7833333,480,4.1,NA,123.955,NA,53.75,-122.7166667,630,"1999",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",87.32850881,5.503150195,1.43333333,365.1004771,6630.316388,119.776,-4.179,NA,NA,0.1,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,124,"prov18",268.048,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov1",57.484,-3.17,102,6.383333333,8.3524,146.509,297.006,51.9,-3.8,215,"2013",9.175,14.80833333,"Europe","Europe","same","Fraxinus excelsior","angiosperm","Q*","EA FRAXEX Rosique-Esplugas 2021",66.44241858,3.45272412,5.584,622.9159999,41483.74089,146.59,0.081,303.296,6.29,2.791666667,"Fraxinus excelsior Q*",0.617800923,113.5866615,"Fraxinus excelsior",1.002268987,144.5904012,-1.07573373,301.8774179,0.752848433,146.1455961,-1.328576272,301.0215333,-0.768487294,153.5299734,0.874960826,100.0013832,-1.17196897,359.1262961,147,"prov1",775.6539827,-28.64535482,2510.570407,84.04306358,277.5106251,0.00803414407954046,144.510943608438,-0.00934565000450294,302.209523857352
"prov2",57.426,-5.591,78,7.533333333,26.235,151.846,298.034,51.9,-3.8,215,"2013",9.175,14.80833333,"Europe","Europe","same","Fraxinus excelsior","angiosperm","Q*","EA FRAXEX Rosique-Esplugas 2021",73.28568522,3.330470792,5.526,625.8422514,41483.74089,146.59,-5.256,303.296,5.262,1.641666667,"Fraxinus excelsior Q*",0.617800923,113.5866615,"Fraxinus excelsior",1.002268987,144.5904012,-1.07573373,301.8774179,0.752848433,146.1455961,-1.328576272,301.0215333,-0.768487294,153.5299734,0.874960826,100.0013832,-1.17196897,359.1262961,152,"prov2",926.1059793,-28.64535482,2510.570407,84.04306358,277.5106251,0.00803414407954046,144.510943608438,-0.00934565000450294,302.209523857352
"prov3",57.368,-4.345,56,5.016666667,8.5279,145.296,293.8,51.9,-3.8,215,"2013",9.175,14.80833333,"Europe","Europe","same","Fraxinus excelsior","angiosperm","Q*","EA FRAXEX Rosique-Esplugas 2021",75.1705983,3.367336533,5.468,609.6898318,41483.74089,146.59,1.294,303.296,9.496,4.158333333,"Fraxinus excelsior Q*",0.617800923,113.5866615,"Fraxinus excelsior",1.002268987,144.5904012,-1.07573373,301.8774179,0.752848433,146.1455961,-1.328576272,301.0215333,-0.768487294,153.5299734,0.874960826,100.0013832,-1.17196897,359.1262961,145,"prov3",821.5789816,-28.64535482,2510.570407,84.04306358,277.5106251,0.00803414407954046,144.510943608438,-0.00934565000450294,302.209523857352
"prov4",57.176,-5.751,18,7.866666667,20.414,147.965,293.982,51.9,-3.8,215,"2013",9.175,14.80833333,"Europe","Europe","same","Fraxinus excelsior","angiosperm","Q*","EA FRAXEX Rosique-Esplugas 2021",NA,NA,5.276,600.6543058,41483.74089,146.59,-1.375,303.296,9.314,1.308333333,"Fraxinus excelsior Q*",0.617800923,113.5866615,"Fraxinus excelsior",1.002268987,144.5904012,-1.07573373,301.8774179,0.752848433,146.1455961,-1.328576272,301.0215333,-0.768487294,153.5299734,0.874960826,100.0013832,-1.17196897,359.1262961,148,"prov4",NA,-28.64535482,2510.570407,84.04306358,277.5106251,0.00803414407954046,144.510943608438,-0.00934565000450294,302.209523857352
"prov5",56.623,-3.258,152,7.85,7.8769,149.178,294.768,51.9,-3.8,215,"2013",9.175,14.80833333,"Europe","Europe","same","Fraxinus excelsior","angiosperm","Q*","EA FRAXEX Rosique-Esplugas 2021",72.75731672,3.437058726,4.723,526.8960836,41483.74089,146.59,-2.588,303.296,8.528,1.325,"Fraxinus excelsior Q*",0.617800923,113.5866615,"Fraxinus excelsior",1.002268987,144.5904012,-1.07573373,301.8774179,0.752848433,146.1455961,-1.328576272,301.0215333,-0.768487294,153.5299734,0.874960826,100.0013832,-1.17196897,359.1262961,149,"prov5",833.3499814,-28.64535482,2510.570407,84.04306358,277.5106251,0.00803414407954046,144.510943608438,-0.00934565000450294,302.209523857352
"prov6",56.602,-4.248,183,5.9166667,17.786,150.876,296.764,51.9,-3.8,215,"2013",9.175,14.80833333,"Europe","Europe","same","Fraxinus excelsior","angiosperm","Q*","EA FRAXEX Rosique-Esplugas 2021",60.46739802,3.589143699,4.702,524.1880348,41483.74089,146.59,-4.286,303.296,6.532,3.2583333,"Fraxinus excelsior Q*",0.617800923,113.5866615,"Fraxinus excelsior",1.002268987,144.5904012,-1.07573373,301.8774179,0.752848433,146.1455961,-1.328576272,301.0215333,-0.768487294,153.5299734,0.874960826,100.0013832,-1.17196897,359.1262961,151,"prov6",759.933983,-28.64535482,2510.570407,84.04306358,277.5106251,0.00803414407954046,144.510943608438,-0.00934565000450294,302.209523857352
"prov7",56.579,-4.037,142,6.45833333,13.584,149.259,296.038,51.9,-3.8,215,"2013",9.175,14.80833333,"Europe","Europe","same","Fraxinus excelsior","angiosperm","Q*","EA FRAXEX Rosique-Esplugas 2021",65.44568067,3.537335589,4.679,521.0443683,41483.74089,146.59,-2.669,303.296,7.258,2.71666667,"Fraxinus excelsior Q*",0.617800923,113.5866615,"Fraxinus excelsior",1.002268987,144.5904012,-1.07573373,301.8774179,0.752848433,146.1455961,-1.328576272,301.0215333,-0.768487294,153.5299734,0.874960826,100.0013832,-1.17196897,359.1262961,149,"prov7",780.5399826,-28.64535482,2510.570407,84.04306358,277.5106251,0.00803414407954046,144.510943608438,-0.00934565000450294,302.209523857352
"prov8",56.574,-5.232,33,7.075,25.053,148.854,304.385,51.9,-3.8,215,"2013",9.175,14.80833333,"Europe","Europe","same","Fraxinus excelsior","angiosperm","Q*","EA FRAXEX Rosique-Esplugas 2021",73.36919203,3.264862298,4.674,528.5400568,41483.74089,146.59,-2.264,303.296,-1.089,2.1,"Fraxinus excelsior Q*",0.617800923,113.5866615,"Fraxinus excelsior",1.002268987,144.5904012,-1.07573373,301.8774179,0.752848433,146.1455961,-1.328576272,301.0215333,-0.768487294,153.5299734,0.874960826,100.0013832,-1.17196897,359.1262961,149,"prov8",880.1619803,-28.64535482,2510.570407,84.04306358,277.5106251,0.00803414407954046,144.510943608438,-0.00934565000450294,302.209523857352
"prov9",56.56,-5.741,20,7.6,21.45,150.957,299.486,51.9,-3.8,215,"2013",9.175,14.80833333,"Europe","Europe","same","Fraxinus excelsior","angiosperm","Q*","EA FRAXEX Rosique-Esplugas 2021",84.51471581,3.023678471,4.66,533.8647138,41483.74089,146.59,-4.367,303.296,3.81,1.575,"Fraxinus excelsior Q*",0.617800923,113.5866615,"Fraxinus excelsior",1.002268987,144.5904012,-1.07573373,301.8774179,0.752848433,146.1455961,-1.328576272,301.0215333,-0.768487294,153.5299734,0.874960826,100.0013832,-1.17196897,359.1262961,151,"prov9",1013.953977,-28.64535482,2510.570407,84.04306358,277.5106251,0.00803414407954046,144.510943608438,-0.00934565000450294,302.209523857352
"prov10",56.53,-6.208,71,8.125,17.411,151.442,299.002,51.9,-3.8,215,"2013",9.175,14.80833333,"Europe","Europe","same","Fraxinus excelsior","angiosperm","Q*","EA FRAXEX Rosique-Esplugas 2021",82.74845302,2.869607356,4.63,538.6835782,41483.74089,146.59,-4.852,303.296,4.294,1.05,"Fraxinus excelsior Q*",0.617800923,113.5866615,"Fraxinus excelsior",1.002268987,144.5904012,-1.07573373,301.8774179,0.752848433,146.1455961,-1.328576272,301.0215333,-0.768487294,153.5299734,0.874960826,100.0013832,-1.17196897,359.1262961,151,"prov10",1043.168977,-28.64535482,2510.570407,84.04306358,277.5106251,0.00803414407954046,144.510943608438,-0.00934565000450294,302.209523857352
"prov11",56.3,-3.573,119,7.608333333,13.182,150.714,298.276,51.9,-3.8,215,"2013",9.175,14.80833333,"Europe","Europe","same","Fraxinus excelsior","angiosperm","Q*","EA FRAXEX Rosique-Esplugas 2021",86.07657358,3.273009474,4.4,489.973809,41483.74089,146.59,-4.124,303.296,5.02,1.566666667,"Fraxinus excelsior Q*",0.617800923,113.5866615,"Fraxinus excelsior",1.002268987,144.5904012,-1.07573373,301.8774179,0.752848433,146.1455961,-1.328576272,301.0215333,-0.768487294,153.5299734,0.874960826,100.0013832,-1.17196897,359.1262961,151,"prov11",962.0639785,-28.64535482,2510.570407,84.04306358,277.5106251,0.00803414407954046,144.510943608438,-0.00934565000450294,302.209523857352
"prov12",56.106,-5.42,30,8.158333333,17.711,146.348,292.409,51.9,-3.8,215,"2013",9.175,14.80833333,"Europe","Europe","same","Fraxinus excelsior","angiosperm","Q*","EA FRAXEX Rosique-Esplugas 2021",87.11417531,3.109315207,4.206,480.0128171,41483.74089,146.59,0.242,303.296,10.887,1.016666667,"Fraxinus excelsior Q*",0.617800923,113.5866615,"Fraxinus excelsior",1.002268987,144.5904012,-1.07573373,301.8774179,0.752848433,146.1455961,-1.328576272,301.0215333,-0.768487294,153.5299734,0.874960826,100.0013832,-1.17196897,359.1262961,146,"prov12",958.1169786,-28.64535482,2510.570407,84.04306358,277.5106251,0.00803414407954046,144.510943608438,-0.00934565000450294,302.209523857352
"prov13",55.911,-4.825,107,7.85,17.677,147.965,297.127,51.9,-3.8,215,"2013",9.175,14.80833333,"Europe","Europe","same","Fraxinus excelsior","angiosperm","Q*","EA FRAXEX Rosique-Esplugas 2021",88.70954203,3.198704558,4.011,451.4772532,41483.74089,146.59,-1.375,303.296,6.169,1.325,"Fraxinus excelsior Q*",0.617800923,113.5866615,"Fraxinus excelsior",1.002268987,144.5904012,-1.07573373,301.8774179,0.752848433,146.1455961,-1.328576272,301.0215333,-0.768487294,153.5299734,0.874960826,100.0013832,-1.17196897,359.1262961,148,"prov13",977.1909782,-28.64535482,2510.570407,84.04306358,277.5106251,0.00803414407954046,144.510943608438,-0.00934565000450294,302.209523857352
"prov14",55.68,-3.913,159,6.933333333,10.562,149.744,297.127,51.9,-3.8,215,"2013",9.175,14.80833333,"Europe","Europe","same","Fraxinus excelsior","angiosperm","Q*","EA FRAXEX Rosique-Esplugas 2021",72.29862129,3.344039428,3.78,420.7834005,41483.74089,146.59,-3.154,303.296,6.169,2.241666667,"Fraxinus excelsior Q*",0.617800923,113.5866615,"Fraxinus excelsior",1.002268987,144.5904012,-1.07573373,301.8774179,0.752848433,146.1455961,-1.328576272,301.0215333,-0.768487294,153.5299734,0.874960826,100.0013832,-1.17196897,359.1262961,150,"prov14",862.5569807,-28.64535482,2510.570407,84.04306358,277.5106251,0.00803414407954046,144.510943608438,-0.00934565000450294,302.209523857352
"prov15",55.588,-2.662,68,7.9,7.1221,148.693,298.155,51.9,-3.8,215,"2013",9.175,14.80833333,"Europe","Europe","same","Fraxinus excelsior","angiosperm","Q*","EA FRAXEX Rosique-Esplugas 2021",83.39532019,3.352686375,3.688,417.2696767,41483.74089,146.59,-2.103,303.296,5.141,1.275,"Fraxinus excelsior Q*",0.617800923,113.5866615,"Fraxinus excelsior",1.002268987,144.5904012,-1.07573373,301.8774179,0.752848433,146.1455961,-1.328576272,301.0215333,-0.768487294,153.5299734,0.874960826,100.0013832,-1.17196897,359.1262961,149,"prov15",922.0179794,-28.64535482,2510.570407,84.04306358,277.5106251,0.00803414407954046,144.510943608438,-0.00934565000450294,302.209523857352
"prov16",55.381,-3.929,162,7.158333333,12.709,149.663,296.28,51.9,-3.8,215,"2013",9.175,14.80833333,"Europe","Europe","same","Fraxinus excelsior","angiosperm","Q*","EA FRAXEX Rosique-Esplugas 2021",67.08439293,3.448765165,3.481,387.5227485,41483.74089,146.59,-3.073,303.296,7.016,2.016666667,"Fraxinus excelsior Q*",0.617800923,113.5866615,"Fraxinus excelsior",1.002268987,144.5904012,-1.07573373,301.8774179,0.752848433,146.1455961,-1.328576272,301.0215333,-0.768487294,153.5299734,0.874960826,100.0013832,-1.17196897,359.1262961,150,"prov16",828.7559815,-28.64535482,2510.570407,84.04306358,277.5106251,0.00803414407954046,144.510943608438,-0.00934565000450294,302.209523857352
"prov17",55.32,-3.829,141,7.441666667,14.551,151.442,291.018,51.9,-3.8,215,"2013",9.175,14.80833333,"Europe","Europe","same","Fraxinus excelsior","angiosperm","Q*","EA FRAXEX Rosique-Esplugas 2021",66.17380999,3.460839031,3.42,380.6427048,41483.74089,146.59,-4.852,303.296,12.278,1.733333333,"Fraxinus excelsior Q*",0.617800923,113.5866615,"Fraxinus excelsior",1.002268987,144.5904012,-1.07573373,301.8774179,0.752848433,146.1455961,-1.328576272,301.0215333,-0.768487294,153.5299734,0.874960826,100.0013832,-1.17196897,359.1262961,151,"prov17",832.6589814,-28.64535482,2510.570407,84.04306358,277.5106251,0.00803414407954046,144.510943608438,-0.00934565000450294,302.209523857352
