prov_identifier,lat_prov,long_prov,elev_prov,MAT_prov,MSP100_prov,spring_event,fall_event,lat_garden,long_garden,elev_garden,year,MAT_garden,MSP100_garden,prov_continent,garden_continent,prov_garden_continent,species,species_type,garden_identifier,label,percentage,sd,distance_from_garden,earth_distance_from_garden,earth_distance_from_garden_min,spring_event_closest_prov,spring_event_difference 
prov12,34.183,-107.525,2270,9.2,3.64,166.1,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,J,NG PINUPO Dixit et al 2020,69.88848674,4.47251375,0.977,400306.7533,7255.216442,165.9,-0.2
prov13,35.633,-105.461,2277,8.5,5.28,165.8,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,J,NG PINUPO Dixit et al 2020,78.37817596,4.395906232,0.473,571824.9391,7255.216442,165.9,0.1
prov14,36.463,-106.859,2277,6.9,4.43,164.2,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,J,NG PINUPO Dixit et al 2020,82.08740478,4.272699726,1.303,463295.9067,7255.216442,165.9,1.7
prov15,34.623,-106.4,2366,8.6,6.38,165,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,J,NG PINUPO Dixit et al 2020,64.00548827,4.789035245,0.537,490774.6296,7255.216442,165.9,0.9
prov16,35.809,-106.589,2436,6.8,5.71,163.2,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,J,NG PINUPO Dixit et al 2020,85.12542174,4.390991766,0.649,471995.1895,7255.216442,165.9,2.7
prov17,35.55,-105.533,2500,8.8,5.26,163.1,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,J,NG PINUPO Dixit et al 2020,86.2480158,4.396197025,0.39,564823.7441,7255.216442,165.9,2.8
prov18,35.99,-105.794,2560,6.3,4.7,165.1,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,J,NG PINUPO Dixit et al 2020,86.11823773,4.291538195,0.83,545800.0715,7255.216442,165.9,0.8
prov19,34.006,-107.215,2565,8.9,5.12,169.4,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,J,NG PINUPO Dixit et al 2020,80.90360358,4.519107983,1.154,433526.7131,7255.216442,165.9,-3.5
prov20,34.126,-109.535,2760,5.7,6.71,168.1,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,J,NG PINUPO Dixit et al 2020,78.25582626,4.091870008,1.034,231629.5802,7255.216442,165.9,-2.2
prov21,35.266,-107.633,2814,6.1,7.22,168.9,NA,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,J,NG PINUPO Dixit et al 2020,69.12611723,4.405279778,0.106,373194.6359,7255.216442,165.9,-3
prov1,49.25,-117.1666667,840,4.9,NA,71.5,NA,48.48333333,-123.4,20,1998,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,0.76666667,465057.5737,369815.3801,76.929,5.429
prov2,49.63333333,-116.05,990,4.3,NA,73.786,NA,48.48333333,-123.4,20,1998,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,1.15,551950.3919,369815.3801,76.929,3.143
prov3,50.06666667,-117.3833333,915,5,NA,74.071,NA,48.48333333,-123.4,20,1998,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,1.58333334,471733.6145,369815.3801,76.929,2.858
prov4,51.36666667,-118.3,990,3.5,NA,78.357,NA,48.48333333,-123.4,20,1998,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,2.88333334,486586.9593,369815.3801,76.929,-1.428
prov5,50.56666667,-118.8333333,850,5.1,NA,81.5,NA,48.48333333,-123.4,20,1998,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,2.08333334,403616.5341,369815.3801,76.929,-4.571
prov6,50.76666667,-119.5333333,600,5.8,NA,74.071,NA,48.48333333,-123.4,20,1998,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,2.28333334,377456.2144,369815.3801,76.929,2.858
prov7,50.81666667,-119.75,1250,3.8,NA,76.929,NA,48.48333333,-123.4,20,1998,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,2.33333334,369815.3801,369815.3801,76.929,0
prov8,52.51666667,-122.4,760,4.7,NA,80.643,NA,48.48333333,-123.4,20,1998,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,4.03333334,454225.034,369815.3801,76.929,-3.714
prov9,52.51666667,-121.5166667,830,3.8,NA,77.786,NA,48.48333333,-123.4,20,1998,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,4.03333334,468093.6251,369815.3801,76.929,-0.857
prov10,52.78333333,-122.2333333,760,4,NA,84.071,NA,48.48333333,-123.4,20,1998,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,4.3,485388.1228,369815.3801,76.929,-7.142
prov11,53.78333333,-122.6333333,975,2.9,NA,90.357,NA,48.48333333,-123.4,20,1998,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,5.3,592055.7536,369815.3801,76.929,-13.428
prov12,53.91666667,-122.3666667,915,2.7,NA,88.071,NA,48.48333333,-123.4,20,1998,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,5.43333334,608750.2467,369815.3801,76.929,-11.142
prov13,54.1,-122.35,685,3.4,NA,81.5,NA,48.48333333,-123.4,20,1998,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,5.61666667,629133.3046,369815.3801,76.929,-4.571
prov14,54.13333333,-121.7833333,760,3.1,NA,79.786,NA,48.48333333,-123.4,20,1998,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,5.65,638567.612,369815.3801,76.929,-2.857
prov15,54.5,-128.5666667,70,6.5,NA,66.929,NA,48.48333333,-123.4,20,1998,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,6.01666667,759031.069,369815.3801,76.929,10
prov16,54.7,-128.2666667,270,5.9,NA,71.786,NA,48.48333333,-123.4,20,1998,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,6.21666667,769062.3737,369815.3801,76.929,5.143
prov17,55.13333333,-127.7166667,350,5.5,NA,85.786,NA,48.48333333,-123.4,20,1998,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,6.65,797173.3183,369815.3801,76.929,-8.857
prov18,55.18333333,-127.7833333,480,4.1,NA,92.357,NA,48.48333333,-123.4,20,1998,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,6.7,803978.9676,369815.3801,76.929,-15.428
prov1,49.25,-117.1666667,840,4.9,NA,99.5,NA,50.78333333,-119.4,560,1998,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,1.53333333,233877.6755,9585.893913,94.357,-5.143
prov2,49.63333333,-116.05,990,4.3,NA,104.071,NA,50.78333333,-119.4,560,1998,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,1.15,271167.3211,9585.893913,94.357,-9.714
prov3,50.06666667,-117.3833333,915,5,NA,96.929,NA,50.78333333,-119.4,560,1998,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,0.71666666,163980.8325,9585.893913,94.357,-2.572
prov4,51.36666667,-118.3,990,3.5,NA,108.071,NA,50.78333333,-119.4,560,1998,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,0.58333334,100768.858,9585.893913,94.357,-13.714
prov5,50.56666667,-118.8333333,850,5.1,NA,101.786,NA,50.78333333,-119.4,560,1998,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,0.21666666,46748.12787,9585.893913,94.357,-7.429
prov6,50.76666667,-119.5333333,600,5.8,NA,94.357,NA,50.78333333,-119.4,560,1998,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,0.01666666,9585.893913,9585.893913,94.357,0
prov7,50.81666667,-119.75,1250,3.8,NA,97.214,NA,50.78333333,-119.4,560,1998,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,0.03333334,24951.71498,9585.893913,94.357,-2.857
prov8,52.51666667,-122.4,760,4.7,NA,111.214,NA,50.78333333,-119.4,560,1998,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,1.73333334,283336.9132,9585.893913,94.357,-16.857
prov9,52.51666667,-121.5166667,830,3.8,NA,105.214,NA,50.78333333,-119.4,560,1998,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,1.73333334,242162.9872,9585.893913,94.357,-10.857
prov10,52.78333333,-122.2333333,760,4,NA,112.071,NA,50.78333333,-119.4,560,1998,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,2,296176.9838,9585.893913,94.357,-17.714
prov11,53.78333333,-122.6333333,975,2.9,NA,108.643,NA,50.78333333,-119.4,560,1998,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,3,400059.5373,9585.893913,94.357,-14.286
prov12,53.91666667,-122.3666667,915,2.7,NA,111.214,NA,50.78333333,-119.4,560,1998,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,3.13333334,402940.0488,9585.893913,94.357,-16.857
prov13,54.1,-122.35,685,3.4,NA,110.357,NA,50.78333333,-119.4,560,1998,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,3.31666667,419970.1266,9585.893913,94.357,-16
prov14,54.13333333,-121.7833333,760,3.1,NA,107.214,NA,50.78333333,-119.4,560,1998,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,3.35,406397.2621,9585.893913,94.357,-12.857
prov15,54.5,-128.5666667,70,6.5,NA,96.929,NA,50.78333333,-119.4,560,1998,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,3.71666667,744805.3339,9585.893913,94.357,-2.572
prov16,54.7,-128.2666667,270,5.9,NA,101.786,NA,50.78333333,-119.4,560,1998,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,3.91666667,739760.8805,9585.893913,94.357,-7.429
prov17,55.13333333,-127.7166667,350,5.5,NA,109.786,NA,50.78333333,-119.4,560,1998,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,4.35,738523.5378,9585.893913,94.357,-15.429
prov18,55.18333333,-127.7833333,480,4.1,NA,110.929,NA,50.78333333,-119.4,560,1998,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,4.4,745285.3447,9585.893913,94.357,-16.572
prov1,49.25,-117.1666667,840,4.9,NA,110.726,NA,53.75,-122.7166667,630,1998,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,4.5,631410.3167,6630.316388,115.855,5.129
prov2,49.63333333,-116.05,990,4.3,NA,111.011,NA,53.75,-122.7166667,630,1998,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,4.11666667,649324.4968,6630.316388,115.855,4.844
prov3,50.06666667,-117.3833333,915,5,NA,108.447,NA,53.75,-122.7166667,630,1998,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,3.68333333,549851.5093,6630.316388,115.855,7.408
prov4,51.36666667,-118.3,990,3.5,NA,114.715,NA,53.75,-122.7166667,630,1998,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,2.38333333,399942.9357,6630.316388,115.855,1.14
prov5,50.56666667,-118.8333333,850,5.1,NA,110.726,NA,53.75,-122.7166667,630,1998,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,3.18333333,442681.1855,6630.316388,115.855,5.129
prov6,50.76666667,-119.5333333,600,5.8,NA,106.453,NA,53.75,-122.7166667,630,1998,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,2.98333333,396704.1852,6630.316388,115.855,9.402
prov7,50.81666667,-119.75,1250,3.8,NA,106.168,NA,53.75,-122.7166667,630,1998,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,2.93333333,384012.477,6630.316388,115.855,9.687
prov8,52.51666667,-122.4,760,4.7,NA,114.43,NA,53.75,-122.7166667,630,1998,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,1.23333333,138882.4988,6630.316388,115.855,1.425
prov9,52.51666667,-121.5166667,830,3.8,NA,111.866,NA,53.75,-122.7166667,630,1998,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,1.23333333,159022.7016,6630.316388,115.855,3.989
prov10,52.78333333,-122.2333333,760,4,NA,115.285,NA,53.75,-122.7166667,630,1998,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,0.96666667,112310.5262,6630.316388,115.855,0.57
prov11,53.78333333,-122.6333333,975,2.9,NA,115.855,NA,53.75,-122.7166667,630,1998,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,0.03333333,6630.316388,6630.316388,115.855,0
prov12,53.91666667,-122.3666667,915,2.7,NA,114.715,NA,53.75,-122.7166667,630,1998,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,0.16666667,29582.00746,6630.316388,115.855,1.14
prov13,54.1,-122.35,685,3.4,NA,116.994,NA,53.75,-122.7166667,630,1998,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,0.35,45801.65867,6630.316388,115.855,-1.139
prov14,54.13333333,-121.7833333,760,3.1,NA,116.425,NA,53.75,-122.7166667,630,1998,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,0.38333333,74677.2847,6630.316388,115.855,-0.57
prov15,54.5,-128.5666667,70,6.5,NA,109.872,NA,53.75,-122.7166667,630,1998,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,0.75,391348.0611,6630.316388,115.855,5.983
prov16,54.7,-128.2666667,270,5.9,NA,111.866,NA,53.75,-122.7166667,630,1998,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,0.95,376992.755,6630.316388,115.855,3.989
prov17,55.13333333,-127.7166667,350,5.5,NA,116.709,NA,53.75,-122.7166667,630,1998,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,1.38333333,358978.7917,6630.316388,115.855,-0.854
prov18,55.18333333,-127.7833333,480,4.1,NA,117.849,NA,53.75,-122.7166667,630,1998,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,1.43333333,365100.4771,6630.316388,115.855,-1.994
prov1,49.25,-117.1666667,840,4.9,NA,74.701,NA,48.48333333,-123.4,20,1999,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,0.76666667,465057.5737,369815.3801,77.687,2.986
prov2,49.63333333,-116.05,990,4.3,NA,78.881,NA,48.48333333,-123.4,20,1999,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,1.15,551950.3919,369815.3801,77.687,-1.194
prov3,50.06666667,-117.3833333,915,5,NA,81.866,NA,48.48333333,-123.4,20,1999,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,1.58333334,471733.6145,369815.3801,77.687,-4.179
prov4,51.36666667,-118.3,990,3.5,NA,89.925,NA,48.48333333,-123.4,20,1999,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,2.88333334,486586.9593,369815.3801,77.687,-12.238
prov5,50.56666667,-118.8333333,850,5.1,NA,79.478,NA,48.48333333,-123.4,20,1999,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,2.08333334,403616.5341,369815.3801,77.687,-1.791
prov6,50.76666667,-119.5333333,600,5.8,NA,72.91,NA,48.48333333,-123.4,20,1999,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,2.28333334,377456.2144,369815.3801,77.687,4.777
prov7,50.81666667,-119.75,1250,3.8,NA,77.687,NA,48.48333333,-123.4,20,1999,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,2.33333334,369815.3801,369815.3801,77.687,0
prov8,52.51666667,-122.4,760,4.7,NA,95.896,NA,48.48333333,-123.4,20,1999,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,4.03333334,454225.034,369815.3801,77.687,-18.209
prov9,52.51666667,-121.5166667,830,3.8,NA,89.925,NA,48.48333333,-123.4,20,1999,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,4.03333334,468093.6251,369815.3801,77.687,-12.238
prov10,52.78333333,-122.2333333,760,4,NA,93.507,NA,48.48333333,-123.4,20,1999,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,4.3,485388.1228,369815.3801,77.687,-15.82
prov11,53.78333333,-122.6333333,975,2.9,NA,97.985,NA,48.48333333,-123.4,20,1999,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,5.3,592055.7536,369815.3801,77.687,-20.298
prov12,53.91666667,-122.3666667,915,2.7,NA,83.955,NA,48.48333333,-123.4,20,1999,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,5.43333334,608750.2467,369815.3801,77.687,-6.268
prov13,54.1,-122.35,685,3.4,NA,88.433,NA,48.48333333,-123.4,20,1999,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,5.61666667,629133.3046,369815.3801,77.687,-10.746
prov14,54.13333333,-121.7833333,760,3.1,NA,86.642,NA,48.48333333,-123.4,20,1999,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,5.65,638567.612,369815.3801,77.687,-8.955
prov15,54.5,-128.5666667,70,6.5,NA,74.403,NA,48.48333333,-123.4,20,1999,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,6.01666667,759031.069,369815.3801,77.687,3.284
prov16,54.7,-128.2666667,270,5.9,NA,75.299,NA,48.48333333,-123.4,20,1999,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,6.21666667,769062.3737,369815.3801,77.687,2.388
prov17,55.13333333,-127.7166667,350,5.5,NA,88.433,NA,48.48333333,-123.4,20,1999,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,6.65,797173.3183,369815.3801,77.687,-10.746
prov18,55.18333333,-127.7833333,480,4.1,NA,93.209,NA,48.48333333,-123.4,20,1999,10.2,NA,North America,North America,same,Betula papyrifera,angiosperm,K,NA BETUPA Hawkins & Dhar 2012 K,NA,NA,6.7,803978.9676,369815.3801,77.687,-15.522
prov1,49.25,-117.1666667,840,4.9,NA,107.836,NA,50.78333333,-119.4,560,1999,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,1.53333333,233877.6755,9585.893913,105.448,-2.388
prov2,49.63333333,-116.05,990,4.3,NA,109.03,NA,50.78333333,-119.4,560,1999,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,1.15,271167.3211,9585.893913,105.448,-3.582
prov3,50.06666667,-117.3833333,915,5,NA,106.94,NA,50.78333333,-119.4,560,1999,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,0.71666666,163980.8325,9585.893913,105.448,-1.492
prov4,51.36666667,-118.3,990,3.5,NA,112.313,NA,50.78333333,-119.4,560,1999,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,0.58333334,100768.858,9585.893913,105.448,-6.865
prov5,50.56666667,-118.8333333,850,5.1,NA,109.03,NA,50.78333333,-119.4,560,1999,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,0.21666666,46748.12787,9585.893913,105.448,-3.582
prov6,50.76666667,-119.5333333,600,5.8,NA,105.448,NA,50.78333333,-119.4,560,1999,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,0.01666666,9585.893913,9585.893913,105.448,0
prov7,50.81666667,-119.75,1250,3.8,NA,106.94,NA,50.78333333,-119.4,560,1999,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,0.03333334,24951.71498,9585.893913,105.448,-1.492
prov8,52.51666667,-122.4,760,4.7,NA,112.91,NA,50.78333333,-119.4,560,1999,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,1.73333334,283336.9132,9585.893913,105.448,-7.462
prov9,52.51666667,-121.5166667,830,3.8,NA,111.119,NA,50.78333333,-119.4,560,1999,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,1.73333334,242162.9872,9585.893913,105.448,-5.671
prov10,52.78333333,-122.2333333,760,4,NA,115,NA,50.78333333,-119.4,560,1999,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,2,296176.9838,9585.893913,105.448,-9.552
prov11,53.78333333,-122.6333333,975,2.9,NA,115,NA,50.78333333,-119.4,560,1999,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,3,400059.5373,9585.893913,105.448,-9.552
prov12,53.91666667,-122.3666667,915,2.7,NA,114.104,NA,50.78333333,-119.4,560,1999,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,3.13333334,402940.0488,9585.893913,105.448,-8.656
prov13,54.1,-122.35,685,3.4,NA,113.806,NA,50.78333333,-119.4,560,1999,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,3.31666667,419970.1266,9585.893913,105.448,-8.358
prov14,54.13333333,-121.7833333,760,3.1,NA,112.91,NA,50.78333333,-119.4,560,1999,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,3.35,406397.2621,9585.893913,105.448,-7.462
prov15,54.5,-128.5666667,70,6.5,NA,106.94,NA,50.78333333,-119.4,560,1999,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,3.71666667,744805.3339,9585.893913,105.448,-1.492
prov16,54.7,-128.2666667,270,5.9,NA,109.03,NA,50.78333333,-119.4,560,1999,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,3.91666667,739760.8805,9585.893913,105.448,-3.582
prov17,55.13333333,-127.7166667,350,5.5,NA,114.403,NA,50.78333333,-119.4,560,1999,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,4.35,738523.5378,9585.893913,105.448,-8.955
prov18,55.18333333,-127.7833333,480,4.1,NA,116.791,NA,50.78333333,-119.4,560,1999,6.2,NA,North America,North America,same,Betula papyrifera,angiosperm,L,NA BETUPA Hawkins & Dhar 2012 L,NA,NA,4.4,745285.3447,9585.893913,105.448,-11.343
prov1,49.25,-117.1666667,840,4.9,NA,113.209,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,4.5,631410.3167,6630.316388,119.776,6.567
prov2,49.63333333,-116.05,990,4.3,NA,112.91,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,M,NA BETUPA Hawkins & Dhar 2012 M,NA,NA,4.11666667,649324.4968,6630.316388,119.776,6.866
