prov_identifier,lat_prov,long_prov,elev_prov,MAT_prov,MSP100_prov,spring_event,fall_event,lat_garden,long_garden,elev_garden,year,MAT_garden,MSP100_garden,prov_continent,garden_continent,prov_garden_continent,species,species_type,garden_identifier,label,percentage,sd,distance_from_garden,distance_from_garden_min,spring_event_closest_prov,spring_event_difference
prov1,49.42,-115.33,1050,4.6,2.68,119.9,NA,43.783333,18.966667,650,2003,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,66.64868298,5.467307445,5.636667,5.386667,119.2,-0.7
prov2,49.83,-118.17,671,5.9,2.7,110.9,NA,43.783333,18.966667,650,2003,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,73.48954277,5.167157394,6.046667,5.386667,119.2,8.3
prov3,51.58,-120.17,600,5.4,2.17,112,NA,43.783333,18.966667,650,2003,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,62.0716534,5.581116791,7.796667,5.386667,119.2,7.2
prov4,50.93,-116.58,1070,3,2.42,121.2,NA,43.783333,18.966667,650,2003,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,53.63781449,5.595018387,7.146667,5.386667,119.2,-2
prov5,50.97,-116.53,975,3.7,2.29,113.2,NA,43.783333,18.966667,650,2003,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,51.93922736,5.628964992,7.186667,5.386667,119.2,6
prov6,49.67,-119.87,884,5.9,1.67,113,NA,43.783333,18.966667,650,2003,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,40.41193672,5.268156969,5.886667,5.386667,119.2,6.2
prov7,49.9,-119.62,1035,4.8,1.78,120.1,NA,43.783333,18.966667,650,2003,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,54.92592654,5.3215009,6.116667,5.386667,119.2,-0.9
prov8,49.25,-117.5,793,5.7,2.78,112.3,NA,43.783333,18.966667,650,2003,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,50.0891817,5.222778195,5.466667,5.386667,119.2,6.9
prov9,50.8,-119,488,5.8,2.57,110.2,NA,43.783333,18.966667,650,2003,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,81.9261367,5.443922024,7.016667,5.386667,119.2,9
prov10,50.62,-119.87,701,6,1.89,116,NA,43.783333,18.966667,650,2003,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,68.20406483,5.470548352,6.836667,5.386667,119.2,3.2
prov11,49.17,-117.25,1000,4.8,3.32,119.2,NA,43.783333,18.966667,650,2003,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,68.06489261,5.016175194,5.386667,5.386667,119.2,0
prov12,50.63,-118.82,900,4.8,3,116.6,NA,43.783333,18.966667,650,2003,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,57.70209641,5.476803495,6.846667,5.386667,119.2,2.6
prov13,49.2,-117.42,933,5,3.21,115.1,NA,43.783333,18.966667,650,2003,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,64.10200451,5.074412516,5.416667,5.386667,119.2,4.1
prov14,50.13,-115.87,1000,4,2.01,119.3,NA,43.783333,18.966667,650,2003,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,59.70199586,5.560044189,6.346667,5.386667,119.2,-0.1
prov1,49.42,-115.33,1050,4.6,2.68,120.1,NA,43.783333,18.966667,650,2004,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,66.64868298,5.467307445,5.636667,5.386667,121.3,1.2
prov2,49.83,-118.17,671,5.9,2.7,106.1,NA,43.783333,18.966667,650,2004,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,73.48954277,5.167157394,6.046667,5.386667,121.3,15.2
prov3,51.58,-120.17,600,5.4,2.17,110.5,NA,43.783333,18.966667,650,2004,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,62.0716534,5.581116791,7.796667,5.386667,121.3,10.8
prov4,50.93,-116.58,1070,3,2.42,117.2,NA,43.783333,18.966667,650,2004,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,53.63781449,5.595018387,7.146667,5.386667,121.3,4.1
prov5,50.97,-116.53,975,3.7,2.29,109.1,NA,43.783333,18.966667,650,2004,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,51.93922736,5.628964992,7.186667,5.386667,121.3,12.2
prov6,49.67,-119.87,884,5.9,1.67,111.4,NA,43.783333,18.966667,650,2004,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,40.41193672,5.268156969,5.886667,5.386667,121.3,9.9
prov7,49.9,-119.62,1035,4.8,1.78,119,NA,43.783333,18.966667,650,2004,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,54.92592654,5.3215009,6.116667,5.386667,121.3,2.3
prov8,49.25,-117.5,793,5.7,2.78,107.2,NA,43.783333,18.966667,650,2004,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,50.0891817,5.222778195,5.466667,5.386667,121.3,14.1
prov9,50.8,-119,488,5.8,2.57,108.2,NA,43.783333,18.966667,650,2004,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,81.9261367,5.443922024,7.016667,5.386667,121.3,13.1
prov10,50.62,-119.87,701,6,1.89,116.1,NA,43.783333,18.966667,650,2004,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,68.20406483,5.470548352,6.836667,5.386667,121.3,5.2
prov11,49.17,-117.25,1000,4.8,3.32,121.3,NA,43.783333,18.966667,650,2004,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,68.06489261,5.016175194,5.386667,5.386667,121.3,0
prov12,50.63,-118.82,900,4.8,3,113.3,NA,43.783333,18.966667,650,2004,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,57.70209641,5.476803495,6.846667,5.386667,121.3,8
prov13,49.2,-117.42,933,5,3.21,114,NA,43.783333,18.966667,650,2004,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,64.10200451,5.074412516,5.416667,5.386667,121.3,7.3
prov14,50.13,-115.87,1000,4,2.01,119.2,NA,43.783333,18.966667,650,2004,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,59.70199586,5.560044189,6.346667,5.386667,121.3,2.1
prov1,49.42,-115.33,1050,4.6,2.68,120.3,NA,43.783333,18.966667,650,2005,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,66.64868298,5.467307445,5.636667,5.386667,120,-0.3
prov2,49.83,-118.17,671,5.9,2.7,111.8,NA,43.783333,18.966667,650,2005,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,73.48954277,5.167157394,6.046667,5.386667,120,8.2
prov3,51.58,-120.17,600,5.4,2.17,112.6,NA,43.783333,18.966667,650,2005,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,62.0716534,5.581116791,7.796667,5.386667,120,7.4
prov4,50.93,-116.58,1070,3,2.42,121.5,NA,43.783333,18.966667,650,2005,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,53.63781449,5.595018387,7.146667,5.386667,120,-1.5
prov5,50.97,-116.53,975,3.7,2.29,114.1,NA,43.783333,18.966667,650,2005,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,51.93922736,5.628964992,7.186667,5.386667,120,5.9
prov6,49.67,-119.87,884,5.9,1.67,114.9,NA,43.783333,18.966667,650,2005,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,40.41193672,5.268156969,5.886667,5.386667,120,5.1
prov7,49.9,-119.62,1035,4.8,1.78,120.6,NA,43.783333,18.966667,650,2005,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,54.92592654,5.3215009,6.116667,5.386667,120,-0.6
prov8,49.25,-117.5,793,5.7,2.78,113.2,NA,43.783333,18.966667,650,2005,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,50.0891817,5.222778195,5.466667,5.386667,120,6.8
prov9,50.8,-119,488,5.8,2.57,111,NA,43.783333,18.966667,650,2005,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,81.9261367,5.443922024,7.016667,5.386667,120,9
prov10,50.62,-119.87,701,6,1.89,117.1,NA,43.783333,18.966667,650,2005,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,68.20406483,5.470548352,6.836667,5.386667,120,2.9
prov11,49.17,-117.25,1000,4.8,3.32,120,NA,43.783333,18.966667,650,2005,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,68.06489261,5.016175194,5.386667,5.386667,120,0
prov12,50.63,-118.82,900,4.8,3,116.9,NA,43.783333,18.966667,650,2005,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,57.70209641,5.476803495,6.846667,5.386667,120,3.1
prov13,49.2,-117.42,933,5,3.21,116.9,NA,43.783333,18.966667,650,2005,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,64.10200451,5.074412516,5.416667,5.386667,120,3.1
prov14,50.13,-115.87,1000,4,2.01,119.5,NA,43.783333,18.966667,650,2005,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2013,59.70199586,5.560044189,6.346667,5.386667,120,0.5
prov1,43.7,-123,750,10.4,2.7,145.6,NA,43.783333,18.966667,650,N.A,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2018,70.9514221,3.752655248,0.083333,0.016667,145.5,-0.1
prov2,43.8,-122.5,1200,9.3,2.73,143.3,NA,43.783333,18.966667,650,N.A,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2018,64.60384798,4.269304449,0.016667,0.016667,145.5,2.2
prov3,45,-122.4,450,8.6,3.42,146.8,NA,43.783333,18.966667,650,N.A,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2018,54.77593826,4.495446494,1.216667,0.016667,145.5,-1.3
prov4,45,-121,600,10,0.83,146.5,NA,43.783333,18.966667,650,N.A,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2018,68.82012648,4.904377247,1.216667,0.016667,145.5,-1
prov5,49,-119,1200,4.8,1.85,146.6,NA,43.783333,18.966667,650,N.A,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2018,62.60908911,5.181262198,5.216667,0.016667,145.5,-1.1
prov6,43.8,-122.5,1060,9.7,2.63,147.7,NA,43.783333,18.966667,650,N.A,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2018,64.60384798,4.269304449,0.016667,0.016667,145.5,-2.2
prov7,44.2,-122.2,600,9.8,2.87,142.8,NA,43.783333,18.966667,650,N.A,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2018,61.20060312,4.356095553,0.416667,0.016667,145.5,2.7
prov8,42.5,-122.5,1200,8.5,1.78,144.8,NA,43.783333,18.966667,650,N.A,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2018,75.39536538,4.316809179,1.283333,0.016667,145.5,0.7
prov9,47.6,-121.7,600,7.7,5.8,149.2,NA,43.783333,18.966667,650,N.A,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2018,58.71254853,4.041222934,3.816667,0.016667,145.5,-3.7
prov10,44.5,-119,1350,7.3,1.51,148.7,NA,43.783333,18.966667,650,N.A,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2018,59.91747601,4.670359399,0.716667,0.016667,145.5,-3.2
prov11,49,-120,750,3.8,1.48,136.6,NA,43.783333,18.966667,650,N.A,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2018,29.01719983,5.235139255,5.216667,0.016667,145.5,8.9
prov12,45.3,-123.8,300,9.4,4.16,147,NA,43.783333,18.966667,650,N.A,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2018,56.04435279,2.98863668,1.516667,0.016667,145.5,-1.5
prov13,45,-123,150,11.2,1.84,150,NA,43.783333,18.966667,650,N.A,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2018,65.83697338,3.72088287,1.216667,0.016667,145.5,-4.5
prov14,32.9,-105.7,2682,7.2,4.38,141.9,NA,43.783333,18.966667,650,N.A,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2018,75.17876899,4.130512334,10.883333,0.016667,145.5,3.6
prov15,36,-106,2667,7.7,2.41,139.7,NA,43.783333,18.966667,650,N.A,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2018,77.80121738,4.283883335,7.783333,0.016667,145.5,5.8
prov16,44.3,-118.8,1500,5.9,1.54,147,NA,43.783333,18.966667,650,N.A,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2018,39.61955184,4.909785703,0.516667,0.016667,145.5,-1.5
prov17,42.6,-122.8,900,10.5,1.38,143.3,NA,43.783333,18.966667,650,N.A,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2018,72.50879024,4.361827243,1.183333,0.016667,145.5,2.2
prov18,42.7,-122.5,1050,9.2,1.88,144.6,NA,43.783333,18.966667,650,N.A,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2018,77.63342386,4.390166694,1.083333,0.016667,145.5,0.9
prov19,45,-121.5,900,7.3,0.95,147.3,NA,43.783333,18.966667,650,N.A,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2018,68.40850453,4.706415119,1.216667,0.016667,145.5,-1.8
prov20,47.7,-123,300,9.4,2.63,155.1,NA,43.783333,18.966667,650,N.A,8.816666667,8.658333,North America,Europe,different,Pseudotsuga menziesii,gymnosperm,F,NG PSEUME Lavadinovic etal 2018,50.52738692,4.081319998,3.916667,0.016667,145.5,-9.6
prov1,38.63333333,-123.23,200,13.7,0.58,NA,280,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,H,NG TSUGHE Kuser 1980,60.23111603,2.864194697,5.93236667,0.0657,125,#VALUE!
prov2,40.95,-123.64,700,13,1.31,NA,274,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,H,NG TSUGHE Kuser 1980,58.92300544,3.656574895,3.6157,0.0657,125,#VALUE!
prov3,43.5,-124,500,10.2,2.86,NA,259,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,H,NG TSUGHE Kuser 1980,83.6069808,3.005630796,1.0657,0.0657,125,#VALUE!
prov4,44.5,-123.5,700,10.1,2.43,125,254,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,H,NG TSUGHE Kuser 1980,66.37798337,4.098250187,0.0657,0.0657,125,0
prov5,45.43333333,-123.8,200,9.7,3.98,NA,253,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,H,NG TSUGHE Kuser 1980,75.45059828,2.79870523,0.86763333,0.0657,125,#VALUE!
prov6,46.03333333,-122.35,500,9.1,4.71,123,246,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,H,NG TSUGHE Kuser 1980,61.17385533,4.232762395,1.46763333,0.0657,125,2
prov7,46.91666667,-123.72,100,9.8,3.93,121,248,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,H,NG TSUGHE Kuser 1980,74.81647128,3.201696625,2.35096667,0.0657,125,4
prov8,47.58333333,-121.75,200,9.4,3.4,NA,247,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,H,NG TSUGHE Kuser 1980,60.51747948,4.023693969,3.01763333,0.0657,125,#VALUE!
prov9,48.36666667,-124.63,100,8.8,4.68,124,241,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,H,NG TSUGHE Kuser 1980,74.76811077,3.053470786,3.80096667,0.0657,125,1
prov10,49.75,-126.45,400,7.5,7.94,118,236,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,H,NG TSUGHE Kuser 1980,72.11790745,3.300772989,5.1843,0.0657,125,7
prov11,50.4,-127.73,100,8.4,7.76,117,233,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,H,NG TSUGHE Kuser 1980,54.59351549,2.799028654,5.8343,0.0657,125,8
prov12,52.93333333,-132,300,6.1,8.79,112,228,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,H,NG TSUGHE Kuser 1980,37.82080987,2.547591585,8.36763333,0.0657,125,13
prov13,55.91666667,-133.2,100,6,7.27,107,209,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,H,NG TSUGHE Kuser 1980,40.38271305,3.742171547,11.35096667,0.0657,125,18
prov14,58.38333333,-134.64,100,4.4,7.28,106,205,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,H,NG TSUGHE Kuser 1980,34.19459231,4.803979438,13.81763333,0.0657,125,19
prov15,45.16666667,-122.1,1300,6.6,3.72,112,229,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,H,NG TSUGHE Kuser 1980,54.60079351,4.190648249,0.60096667,0.0657,125,13
prov16,46.36666667,-122,900,6.5,3.47,118,239,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,H,NG TSUGHE Kuser 1980,32.31147187,4.304050648,1.80096667,0.0657,125,7
prov17,48.35,-116.93,700,7.1,2.19,107,221,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,H,NG TSUGHE Kuser 1980,46.41728581,5.070415866,3.7843,0.0657,125,18
prov18,48.35,-116.93,1400,4.8,2.74,96,204,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,H,NG TSUGHE Kuser 1980,46.41728581,5.070415866,3.7843,0.0657,125,29
prov19,49.13333333,-116.8,1400,3.3,4.08,90,215,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,H,NG TSUGHE Kuser 1980,44.65719898,4.975358944,4.56763333,0.0657,125,35
prov1,57.484,-3.17,102,6.383333333,8.3524,146.509,297.006,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,66.44241858,3.45272412,5.584,0.086,146.59,0.081
prov2,57.426,-5.591,78,7.533333333,26.235,151.846,298.034,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,73.28568522,3.330470792,5.526,0.086,146.59,-5.256
prov3,57.368,-4.345,56,5.016666667,8.5279,145.296,293.8,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,75.1705983,3.367336533,5.468,0.086,146.59,1.294
prov4,57.176,-5.751,18,7.866666667,20.414,147.965,293.982,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,NA,NA,5.276,0.086,146.59,-1.375
prov5,56.623,-3.258,152,7.85,7.8769,149.178,294.768,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,72.75731672,3.437058726,4.723,0.086,146.59,-2.588
prov6,56.602,-4.248,183,5.9166667,17.786,150.876,296.764,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,60.46739802,3.589143699,4.702,0.086,146.59,-4.286
prov7,56.579,-4.037,142,6.45833333,13.584,149.259,296.038,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,65.44568067,3.537335589,4.679,0.086,146.59,-2.669
prov8,56.574,-5.232,33,7.075,25.053,148.854,304.385,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,73.36919203,3.264862298,4.674,0.086,146.59,-2.264
prov9,56.56,-5.741,20,7.6,21.45,150.957,299.486,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,84.51471581,3.023678471,4.66,0.086,146.59,-4.367
prov10,56.53,-6.208,71,8.125,17.411,151.442,299.002,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,82.74845302,2.869607356,4.63,0.086,146.59,-4.852
prov11,56.3,-3.573,119,7.608333333,13.182,150.714,298.276,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,86.07657358,3.273009474,4.4,0.086,146.59,-4.124
prov12,56.106,-5.42,30,8.158333333,17.711,146.348,292.409,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,87.11417531,3.109315207,4.206,0.086,146.59,0.242
prov13,55.911,-4.825,107,7.85,17.677,147.965,297.127,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,88.70954203,3.198704558,4.011,0.086,146.59,-1.375
prov14,55.68,-3.913,159,6.933333333,10.562,149.744,297.127,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,72.29862129,3.344039428,3.78,0.086,146.59,-3.154
prov15,55.588,-2.662,68,7.9,7.1221,148.693,298.155,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,83.39532019,3.352686375,3.688,0.086,146.59,-2.103
prov16,55.381,-3.929,162,7.158333333,12.709,149.663,296.28,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,67.08439293,3.448765165,3.481,0.086,146.59,-3.073
prov17,55.32,-3.829,141,7.441666667,14.551,151.442,291.018,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,66.17380999,3.460839031,3.42,0.086,146.59,-4.852
prov18,55.235,-3.853,90,8.03333,12.943,149.016,295.252,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,75.12573671,3.408488249,3.335,0.086,146.59,-2.426
prov19,55.088,-2.222,90,7.866666667,8.2579,155,297.308,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,81.268885,3.342846986,3.188,0.086,146.59,-8.41
prov20,54.743,-1.352,102,8.891666667,7.0849,149.744,298.337,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,89.52206502,3.281208665,2.843,0.086,146.59,-3.154
prov21,54.274,-0.49,52,8.825,7.7292,146.105,298.639,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,89.30507444,3.250349257,2.374,0.086,146.59,0.485
prov22,54.264,-2.87,79,8.716666667,14.735,148.288,300.091,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,91.74323685,3.340852359,2.364,0.086,146.59,-1.698
