"percentage","sd","identifier","label"
66.6486829779093,5.46730744522727,"prov1","NG PSEUME Lavadinovic etal 2013"
68.20406482752,5.47054835240788,"prov10","NG PSEUME Lavadinovic etal 2013"
68.0648926105895,5.01617519352569,"prov11","NG PSEUME Lavadinovic etal 2013"
57.7020964131688,5.47680349455088,"prov12","NG PSEUME Lavadinovic etal 2013"
64.1020045104838,5.07441251567511,"prov13","NG PSEUME Lavadinovic etal 2013"
59.701995860431,5.56004418914532,"prov14","NG PSEUME Lavadinovic etal 2013"
73.489542766965,5.16715739374556,"prov2","NG PSEUME Lavadinovic etal 2013"
62.0716534033204,5.58111679101954,"prov3","NG PSEUME Lavadinovic etal 2013"
53.6378144871266,5.59501838656199,"prov4","NG PSEUME Lavadinovic etal 2013"
51.9392273627868,5.62896499165231,"prov5","NG PSEUME Lavadinovic etal 2013"
40.4119367173612,5.26815696946444,"prov6","NG PSEUME Lavadinovic etal 2013"
54.9259265391916,5.32150090044953,"prov7","NG PSEUME Lavadinovic etal 2013"
50.0891816968485,5.22277819540003,"prov8","NG PSEUME Lavadinovic etal 2013"
81.9261366987636,5.44392202421421,"prov9","NG PSEUME Lavadinovic etal 2013"
