"percentage","sd","identifier","label"
34.2869405363303,5.10443943965143,"prov1","NG PICEEN Rehfeldt 1994"
29.3285266060057,5.06770476234423,"prov10","NG PICEEN Rehfeldt 1994"
30.3591982171096,4.88943183923504,"prov100","NG PICEEN Rehfeldt 1994"
29.9602893237803,4.90622099983172,"prov101","NG PICEEN Rehfeldt 1994"
31.967963652842,4.88261673642266,"prov102","NG PICEEN Rehfeldt 1994"
25.7004041015725,4.99492491185513,"prov103","NG PICEEN Rehfeldt 1994"
29.8667968376548,5.07649247372024,"prov11","NG PICEEN Rehfeldt 1994"
26.6413893796283,5.4720991421134,"prov12","NG PICEEN Rehfeldt 1994"
41.7465078397603,4.68953747038477,"prov13","NG PICEEN Rehfeldt 1994"
38.6541165167074,4.70958530630486,"prov14","NG PICEEN Rehfeldt 1994"
40.6559266595309,5.23870512149451,"prov15","NG PICEEN Rehfeldt 1994"
35.0476471695252,5.20931641448939,"prov16","NG PICEEN Rehfeldt 1994"
30.3403520248504,5.16689675670049,"prov17","NG PICEEN Rehfeldt 1994"
51.0114092957244,5.14937861212816,"prov18","NG PICEEN Rehfeldt 1994"
50.4848084879744,5.12979701649624,"prov19","NG PICEEN Rehfeldt 1994"
40.1488803060838,5.04258933725327,"prov2","NG PICEEN Rehfeldt 1994"
47.717547817339,5.07645912738915,"prov20","NG PICEEN Rehfeldt 1994"
41.3510490315916,5.09821457544582,"prov21","NG PICEEN Rehfeldt 1994"
39.8274063063596,5.23731826626467,"prov22","NG PICEEN Rehfeldt 1994"
41.7636285466581,4.96079132949262,"prov23","NG PICEEN Rehfeldt 1994"
40.221037512953,5.00718228670215,"prov24","NG PICEEN Rehfeldt 1994"
39.7324057190794,4.99702591623185,"prov25","NG PICEEN Rehfeldt 1994"
34.8329084402442,4.9284994504665,"prov26","NG PICEEN Rehfeldt 1994"
26.234105656356,4.91452989138221,"prov27","NG PICEEN Rehfeldt 1994"
44.0374498066308,4.85139162646375,"prov28","NG PICEEN Rehfeldt 1994"
37.7098843966606,4.98640593675988,"prov29","NG PICEEN Rehfeldt 1994"
33.1491006928839,5.07962448735663,"prov3","NG PICEEN Rehfeldt 1994"
38.3232511939126,5.00803287311874,"prov30","NG PICEEN Rehfeldt 1994"
46.0314014547358,4.78188726120216,"prov31","NG PICEEN Rehfeldt 1994"
33.9968253882942,4.84732143760131,"prov32","NG PICEEN Rehfeldt 1994"
41.9333379030769,4.97693637116184,"prov33","NG PICEEN Rehfeldt 1994"
44.0970903481145,5.139503029771,"prov34","NG PICEEN Rehfeldt 1994"
38.7139887049662,4.72781505904478,"prov35","NG PICEEN Rehfeldt 1994"
40.5946103761449,4.70999834293022,"prov36","NG PICEEN Rehfeldt 1994"
