"percentage","sd","identifier","label"
64.6746467226222,8.24790178065274,"prov1","NA POPUBA Farmer 1993"
100,7.29417854884573,"prov2","NA POPUBA Farmer 1993"
70.4053881196703,9.33027656903229,"prov3","NA POPUBA Farmer 1993"
81.2519847583544,8.34833485869603,"prov4","NA POPUBA Farmer 1993"
