"percentage","sd","identifier","label"
38.1270183633788,4.96286054188653,"prov1","NA BETUPA Hawkins & Dhar 2012"
38.1103398890436,6.2425504537292,"prov10","NA BETUPA Hawkins & Dhar 2012"
43.1768226572724,6.57409332690742,"prov11","NA BETUPA Hawkins & Dhar 2012"
36.5136582172104,6.62539655959104,"prov12","NA BETUPA Hawkins & Dhar 2012"
41.4427587695251,6.76489902042627,"prov13","NA BETUPA Hawkins & Dhar 2012"
41.6900170328595,6.90273314934989,"prov14","NA BETUPA Hawkins & Dhar 2012"
54.6955951731518,4.87424908838441,"prov15","NA BETUPA Hawkins & Dhar 2012"
16.5955430409474,5.24339370709981,"prov16","NA BETUPA Hawkins & Dhar 2012"
27.8051214079323,5.53337483232678,"prov17","NA BETUPA Hawkins & Dhar 2012"
42.6212449225962,5.50315019531233,"prov18","NA BETUPA Hawkins & Dhar 2012"
49.6327873742516,5.34897506274446,"prov2","NA BETUPA Hawkins & Dhar 2012"
48.2344531152574,5.21770699187067,"prov3","NA BETUPA Hawkins & Dhar 2012"
23.2759028332591,5.64114865390879,"prov4","NA BETUPA Hawkins & Dhar 2012"
51.2530642428399,5.41117306870562,"prov5","NA BETUPA Hawkins & Dhar 2012"
44.9002417193361,5.52651582258184,"prov6","NA BETUPA Hawkins & Dhar 2012"
53.0737125794733,5.4861335674423,"prov7","NA BETUPA Hawkins & Dhar 2012"
44.5624232008422,6.18976255529755,"prov8","NA BETUPA Hawkins & Dhar 2012"
41.7129691477659,6.02365857377368,"prov9","NA BETUPA Hawkins & Dhar 2012"
