"percentage","sd","identifier","label"
60.2311160274335,2.86419469696515,"prov1","NG TSUGHE Kuser 1980"
72.1179074462347,3.30077298919859,"prov10","NG TSUGHE Kuser 1980"
54.5935154938213,2.79902865364159,"prov11","NG TSUGHE Kuser 1980"
37.8208098743362,2.54759158527093,"prov12","NG TSUGHE Kuser 1980"
40.3827130489081,3.74217154703953,"prov13","NG TSUGHE Kuser 1980"
34.1945923082275,4.80397943847201,"prov14","NG TSUGHE Kuser 1980"
54.6007935063842,4.19064824932401,"prov15","NG TSUGHE Kuser 1980"
32.311471874462,4.30405064792927,"prov16","NG TSUGHE Kuser 1980"
46.4172858133817,5.07041586574376,"prov17","NG TSUGHE Kuser 1980"
46.4172858133817,5.07041586574376,"prov18","NG TSUGHE Kuser 1980"
44.6571989835673,4.97535894389423,"prov19","NG TSUGHE Kuser 1980"
58.9230054350152,3.65657489488258,"prov2","NG TSUGHE Kuser 1980"
83.6069807979436,3.00563079576664,"prov3","NG TSUGHE Kuser 1980"
66.3779833729961,4.09825018722898,"prov4","NG TSUGHE Kuser 1980"
75.4505982784103,2.79870523004105,"prov5","NG TSUGHE Kuser 1980"
61.173855327185,4.23276239513888,"prov6","NG TSUGHE Kuser 1980"
74.8164712786636,3.20169662450555,"prov7","NG TSUGHE Kuser 1980"
60.5174794759737,4.02369396916152,"prov8","NG TSUGHE Kuser 1980"
74.7681107711949,3.05347078631937,"prov9","NG TSUGHE Kuser 1980"
