"percentage","sd","identifier","label"
59.2360374173956,2.98560346896154,"prov1","NG PICESI Mimura & Aitken 2007"
30.5089024563724,5.2128379986763,"prov10","NG PICESI Mimura & Aitken 2007"
27.6833128388345,4.57407103555583,"prov11","NG PICESI Mimura & Aitken 2007"
28.744637982785,4.02554508163852,"prov12","NG PICESI Mimura & Aitken 2007"
26.4073334714003,3.4230667856358,"prov13","NG PICESI Mimura & Aitken 2007"
47.4176013586369,3.6031411924247,"prov14","NG PICESI Mimura & Aitken 2007"
51.8141717693623,4.16075071260063,"prov15","NG PICESI Mimura & Aitken 2007"
33.3349664265715,4.2771091864237,"prov16","NG PICESI Mimura & Aitken 2007"
44.7510223532358,4.43578188465462,"prov17","NG PICESI Mimura & Aitken 2007"
54.9274934494171,2.66883535811202,"prov2","NG PICESI Mimura & Aitken 2007"
81.2234623837285,3.08257193229353,"prov3","NG PICESI Mimura & Aitken 2007"
82.1642247494253,3.92073811693361,"prov5","NG PICESI Mimura & Aitken 2007"
53.290503039702,3.57050242359402,"prov6","NG PICESI Mimura & Aitken 2007"
54.7884066412012,2.67418247441924,"prov7","NG PICESI Mimura & Aitken 2007"
60.2233828397775,3.24697480581103,"prov8","NG PICESI Mimura & Aitken 2007"
33.7956290264289,4.85472259702473,"prov9","NG PICESI Mimura & Aitken 2007"
