"percentage","sd","identifier","label"
82.8367877755295,3.30849279081648,"prov1","NA ALNURU Hamann et al. 1998"
87.0444934372772,3.74057681424272,"prov10","NA ALNURU Hamann et al. 1998"
59.5316269330377,3.96614074862145,"prov11","NA ALNURU Hamann et al. 1998"
72.862966987871,3.14860006901266,"prov12","NA ALNURU Hamann et al. 1998"
56.138217175338,4.25823485037974,"prov13","NA ALNURU Hamann et al. 1998"
71.3629159664603,3.8751855832771,"prov14","NA ALNURU Hamann et al. 1998"
82.6305126901396,3.76066231574972,"prov15","NA ALNURU Hamann et al. 1998"
77.8312784263467,3.94796037749622,"prov16","NA ALNURU Hamann et al. 1998"
62.1377176604699,4.39437023388429,"prov17","NA ALNURU Hamann et al. 1998"
93.7215834468853,3.68062803787606,"prov18","NA ALNURU Hamann et al. 1998"
80.2723623753163,4.19498067449794,"prov19","NA ALNURU Hamann et al. 1998"
69.6563576756163,3.16084561637018,"prov2","NA ALNURU Hamann et al. 1998"
75.1441606740535,3.98860689120313,"prov20","NA ALNURU Hamann et al. 1998"
75.7395761937855,4.31365830817493,"prov21","NA ALNURU Hamann et al. 1998"
86.9256556712507,3.80800698070934,"prov22","NA ALNURU Hamann et al. 1998"
60.8727101139181,3.98958789573214,"prov23","NA ALNURU Hamann et al. 1998"
52.1627488962193,4.03029239052044,"prov24","NA ALNURU Hamann et al. 1998"
54.8238441814752,4.56337444859011,"prov25","NA ALNURU Hamann et al. 1998"
59.0124831826732,4.16147643895514,"prov26","NA ALNURU Hamann et al. 1998"
80.154044106488,3.84424075931015,"prov27","NA ALNURU Hamann et al. 1998"
60.2903379142188,3.89902643264482,"prov28","NA ALNURU Hamann et al. 1998"
66.2294088522821,3.93605191559779,"prov29","NA ALNURU Hamann et al. 1998"
85.730841057751,3.25214924090511,"prov3","NA ALNURU Hamann et al. 1998"
74.4819103024926,3.76229466506474,"prov30","NA ALNURU Hamann et al. 1998"
74.4819103024926,3.76229466506474,"prov31","NA ALNURU Hamann et al. 1998"
85.311072361461,3.47988002336645,"prov32","NA ALNURU Hamann et al. 1998"
60.6698306772983,2.45524157820804,"prov33","NA ALNURU Hamann et al. 1998"
73.2361177881026,2.98126525950761,"prov34","NA ALNURU Hamann et al. 1998"
64.4222380237545,2.54016382579566,"prov35","NA ALNURU Hamann et al. 1998"
53.8525955640389,2.87994746246755,"prov36","NA ALNURU Hamann et al. 1998"
12.9327022036451,5.40232252916337,"prov37","NA ALNURU Hamann et al. 1998"
58.3781527430501,2.76153433063919,"prov38","NA ALNURU Hamann et al. 1998"
69.6639666420122,4.59109770509671,"prov39","NA ALNURU Hamann et al. 1998"
90.5990889447585,3.85267296456828,"prov4","NA ALNURU Hamann et al. 1998"
58.6429341769867,4.31484476425968,"prov40","NA ALNURU Hamann et al. 1998"
27.7339954770901,4.77572036012687,"prov41","NA ALNURU Hamann et al. 1998"
56.8018906151675,2.72788851210859,"prov42","NA ALNURU Hamann et al. 1998"
34.3293563084855,2.50903212469916,"prov43","NA ALNURU Hamann et al. 1998"
46.7497510578353,2.68785750338937,"prov44","NA ALNURU Hamann et al. 1998"
51.2064079938043,2.81481092365164,"prov45","NA ALNURU Hamann et al. 1998"
51.305212456317,4.7528353466141,"prov47","NA ALNURU Hamann et al. 1998"
27.1224253523269,4.91056518933938,"prov48","NA ALNURU Hamann et al. 1998"
44.2730607859224,4.30580654101608,"prov49","NA ALNURU Hamann et al. 1998"
74.9446524351695,3.69644804212562,"prov5","NA ALNURU Hamann et al. 1998"
59.2277798444497,3.34511658996268,"prov50","NA ALNURU Hamann et al. 1998"
60.4886818958111,4.20443372510828,"prov51","NA ALNURU Hamann et al. 1998"
63.8026036331628,4.27868363753094,"prov52","NA ALNURU Hamann et al. 1998"
47.391998499324,4.49252589824118,"prov53","NA ALNURU Hamann et al. 1998"
58.9229224383066,4.93106193029357,"prov54","NA ALNURU Hamann et al. 1998"
36.4144229257592,5.33804988978391,"prov55","NA ALNURU Hamann et al. 1998"
68.2990355022379,3.53727818170397,"prov6","NA ALNURU Hamann et al. 1998"
90.624502191274,3.59424396812703,"prov7","NA ALNURU Hamann et al. 1998"
64.3452668350114,3.76305272617958,"prov8","NA ALNURU Hamann et al. 1998"
74.7239952348325,2.89168383386087,"prov9","NA ALNURU Hamann et al. 1998"
