"percentage","sd","identifier","label"
40.272365284692,4.37860213409919,"prov1","NG PINUPO Dixit et al 2020"
91.4191220019915,3.97160583953135,"prov10","NG PINUPO Dixit et al 2020"
71.9598584864806,4.27785376036847,"prov11","NG PINUPO Dixit et al 2020"
69.8884867394542,4.47251374989877,"prov12","NG PINUPO Dixit et al 2020"
78.3781759647642,4.39590623191302,"prov13","NG PINUPO Dixit et al 2020"
82.0874047785776,4.2726997258652,"prov14","NG PINUPO Dixit et al 2020"
64.0054882743614,4.78903524465393,"prov15","NG PINUPO Dixit et al 2020"
85.1254217412562,4.39099176572482,"prov16","NG PINUPO Dixit et al 2020"
86.248015800346,4.39619702464842,"prov17","NG PINUPO Dixit et al 2020"
86.1182377297802,4.29153819474995,"prov18","NG PINUPO Dixit et al 2020"
80.9036035772929,4.51910798330506,"prov19","NG PINUPO Dixit et al 2020"
43.0033918954942,4.09072827188375,"prov2","NG PINUPO Dixit et al 2020"
78.25582625567,4.09187000766679,"prov20","NG PINUPO Dixit et al 2020"
69.1261172303789,4.40527977842114,"prov21","NG PINUPO Dixit et al 2020"
43.7099040635579,4.64483774409686,"prov3","NG PINUPO Dixit et al 2020"
53.5490265065288,4.44194343405271,"prov4","NG PINUPO Dixit et al 2020"
62.0440281056398,4.30458717399077,"prov5","NG PINUPO Dixit et al 2020"
58.5144157751145,5.09124385723318,"prov6","NG PINUPO Dixit et al 2020"
42.1948342914299,4.28817901633675,"prov7","NG PINUPO Dixit et al 2020"
64.2198764767689,4.49077504704197,"prov8","NG PINUPO Dixit et al 2020"
80.3059202722365,4.49373218298679,"prov9","NG PINUPO Dixit et al 2020"
