Lat,Long,Date,Temp,Year,Month
57.484,-3.17,2011-05-26,8.279999815,2011,5
57.484,-3.17,2011-05-27,9.009999799,2011,5
57.484,-3.17,2011-05-28,9.509999787,2011,5
57.484,-3.17,2011-05-29,10.11999977,2011,5
57.484,-3.17,2011-05-30,9.179999795,2011,5
57.484,-3.17,2011-05-31,7.60999983,2011,5
57.484,-3.17,2011-06-01,12.80999971,2011,6
57.484,-3.17,2011-06-02,16.26999964,2011,6
57.484,-3.17,2011-06-03,12.37999972,2011,6
57.484,-3.17,2011-06-04,9.629999785,2011,6
57.484,-3.17,2011-06-05,8.109999819,2011,6
57.484,-3.17,2011-06-06,9.559999786,2011,6
57.484,-3.17,2011-06-07,9.009999799,2011,6
57.484,-3.17,2011-06-08,8.329999814,2011,6
57.484,-3.17,2011-06-09,9.469999788,2011,6
57.484,-3.17,2011-06-10,7.819999825,2011,6
57.484,-3.17,2011-06-11,7.029999843,2011,6
57.484,-3.17,2011-06-12,9.509999787,2011,6
57.484,-3.17,2011-06-13,11.04999975,2011,6
57.484,-3.17,2011-06-14,11.62999974,2011,6
57.484,-3.17,2011-06-15,12.64999972,2011,6
57.484,-3.17,2011-06-16,11.29999975,2011,6
57.484,-3.17,2011-06-17,8.899999801,2011,6
57.484,-3.17,2011-06-18,9.959999777,2011,6
57.484,-3.17,2011-06-19,10.11999977,2011,6
57.484,-3.17,2011-06-20,10.86999976,2011,6
57.484,-3.17,2011-06-21,10.33999977,2011,6
57.484,-3.17,2011-06-22,9.82999978,2011,6
57.484,-3.17,2011-06-23,10.07999977,2011,6
57.484,-3.17,2011-06-24,9.999999776,2011,6
57.484,-3.17,2011-06-25,12.76999971,2011,6
57.484,-3.17,2011-06-26,14.26999968,2011,6
57.484,-3.17,2011-06-27,13.08999971,2011,6
57.484,-3.17,2011-06-28,12.26999973,2011,6
57.484,-3.17,2011-06-29,10.79999976,2011,6
57.484,-3.17,2011-06-30,11.23999975,2011,6
57.484,-3.17,2011-07-01,11.65999974,2011,7
57.484,-3.17,2011-07-02,10.75999976,2011,7
57.484,-3.17,2011-07-03,13.6299997,2011,7
57.484,-3.17,2011-07-04,13.95999969,2011,7
57.484,-3.17,2011-07-05,14.39999968,2011,7
57.484,-3.17,2011-07-06,13.4499997,2011,7
57.484,-3.17,2011-07-07,12.51999972,2011,7
57.484,-3.17,2011-07-08,11.76999974,2011,7
57.484,-3.17,2011-07-09,13.74999969,2011,7
57.484,-3.17,2011-07-10,13.09999971,2011,7
57.484,-3.17,2011-07-11,12.14999973,2011,7
57.484,-3.17,2011-07-12,11.85999973,2011,7
57.484,-3.17,2011-07-13,9.769999782,2011,7
57.484,-3.17,2011-07-14,12.33999972,2011,7
57.484,-3.17,2011-07-15,14.18999968,2011,7
57.484,-3.17,2011-07-16,14.63999967,2011,7
57.484,-3.17,2011-07-17,14.26999968,2011,7
57.484,-3.17,2011-07-18,12.45999972,2011,7
57.484,-3.17,2011-07-19,12.28999973,2011,7
57.484,-3.17,2011-07-20,11.70999974,2011,7
57.484,-3.17,2011-07-21,10.66999976,2011,7
57.484,-3.17,2011-07-22,10.16999977,2011,7
57.484,-3.17,2011-07-23,10.86999976,2011,7
57.484,-3.17,2011-07-24,11.69999974,2011,7
57.484,-3.17,2011-07-25,11.07999975,2011,7
57.484,-3.17,2011-07-26,12.09999973,2011,7
57.484,-3.17,2011-07-27,12.99999971,2011,7
57.484,-3.17,2011-07-28,12.53999972,2011,7
57.484,-3.17,2011-07-29,11.46999974,2011,7
57.484,-3.17,2011-07-30,13.81999969,2011,7
57.484,-3.17,2011-07-31,13.87999969,2011,7
57.484,-3.17,2011-08-01,15.28999966,2011,8
57.484,-3.17,2011-08-02,14.42999968,2011,8
57.484,-3.17,2011-08-03,15.97999964,2011,8
57.484,-3.17,2011-08-04,15.22999966,2011,8
57.484,-3.17,2011-08-05,14.72999967,2011,8
57.484,-3.17,2011-08-06,11.42999974,2011,8
57.484,-3.17,2011-08-07,10.83999976,2011,8
57.484,-3.17,2011-08-08,10.81999976,2011,8
57.484,-3.17,2011-08-09,10.74999976,2011,8
57.484,-3.17,2011-08-10,10.16999977,2011,8
57.484,-3.17,2011-08-11,11.78999974,2011,8
57.484,-3.17,2011-08-12,10.92999976,2011,8
57.484,-3.17,2011-08-13,15.81999965,2011,8
57.484,-3.17,2011-08-14,13.3899997,2011,8
57.484,-3.17,2011-08-15,12.20999973,2011,8
57.484,-3.17,2011-08-16,11.52999974,2011,8
57.484,-3.17,2011-08-17,11.76999974,2011,8
57.484,-3.17,2011-08-18,10.73999976,2011,8
57.484,-3.17,2011-08-19,11.70999974,2011,8
57.484,-3.17,2011-08-20,13.99999969,2011,8
57.484,-3.17,2011-08-21,13.1999997,2011,8
57.484,-3.17,2011-08-22,12.38999972,2011,8
57.484,-3.17,2011-08-23,12.52999972,2011,8
57.484,-3.17,2011-08-24,11.29999975,2011,8
57.484,-3.17,2011-08-25,10.20999977,2011,8
57.484,-3.17,2011-08-26,9.679999784,2011,8
57.484,-3.17,2011-08-27,10.04999978,2011,8
57.484,-3.17,2011-08-28,9.569999786,2011,8
57.484,-3.17,2011-08-29,10.07999977,2011,8
57.484,-3.17,2011-08-30,11.55999974,2011,8
57.484,-3.17,2011-08-31,10.03999978,2011,8
57.484,-3.17,2011-09-01,11.78999974,2011,9
57.484,-3.17,2011-09-02,13.73999969,2011,9
57.484,-3.17,2011-09-03,14.06999969,2011,9
57.484,-3.17,2011-09-04,10.26999977,2011,9
57.484,-3.17,2011-09-05,12.29999973,2011,9
57.484,-3.17,2011-09-06,11.80999974,2011,9
57.484,-3.17,2011-09-07,11.49999974,2011,9
57.484,-3.17,2011-09-08,10.83999976,2011,9
57.484,-3.17,2011-09-09,10.97999975,2011,9
57.484,-3.17,2011-09-10,14.02999969,2011,9
57.484,-3.17,2011-09-11,13.3799997,2011,9
57.484,-3.17,2011-09-12,13.04999971,2011,9
57.484,-3.17,2011-09-13,12.52999972,2011,9
57.484,-3.17,2011-09-14,10.06999977,2011,9
57.484,-3.17,2011-09-15,9.459999789,2011,9
57.484,-3.17,2011-09-16,7.459999833,2011,9
57.484,-3.17,2011-09-17,11.39999975,2011,9
57.484,-3.17,2011-09-18,10.05999978,2011,9
57.484,-3.17,2011-09-19,10.23999977,2011,9
57.484,-3.17,2011-09-20,10.70999976,2011,9
57.484,-3.17,2011-09-21,11.10999975,2011,9
57.484,-3.17,2011-09-22,10.26999977,2011,9
57.484,-3.17,2011-09-23,12.80999971,2011,9
57.484,-3.17,2011-09-24,13.5999997,2011,9
57.484,-3.17,2011-09-25,11.92999973,2011,9
57.484,-3.17,2011-09-26,11.72999974,2011,9
57.484,-3.17,2011-09-27,12.54999972,2011,9
57.484,-3.17,2011-09-28,16.87999962,2011,9
57.484,-3.17,2011-09-29,18.0499996,2011,9
57.484,-3.17,2011-09-30,16.46999963,2011,9
57.484,-3.17,2011-10-01,13.2899997,2011,10
57.484,-3.17,2011-10-02,12.94999971,2011,10
57.484,-3.17,2011-10-03,13.03999971,2011,10
57.484,-3.17,2011-10-04,11.51999974,2011,10
57.484,-3.17,2011-10-05,10.91999976,2011,10
57.484,-3.17,2011-10-06,7.209999839,2011,10
57.484,-3.17,2011-10-07,7.989999821,2011,10
57.484,-3.17,2011-10-08,9.689999783,2011,10
57.484,-3.17,2011-10-09,10.89999976,2011,10
57.484,-3.17,2011-10-10,10.25999977,2011,10
57.484,-3.17,2011-10-11,8.909999801,2011,10
57.484,-3.17,2011-10-12,6.459999856,2011,10
57.484,-3.17,2011-10-13,8.629999807,2011,10
57.484,-3.17,2011-10-14,12.54999972,2011,10
57.484,-3.17,2011-10-15,12.49999972,2011,10
57.484,-3.17,2011-10-16,10.59999976,2011,10
57.484,-3.17,2011-10-17,7.679999828,2011,10
57.484,-3.17,2011-10-18,5.529999876,2011,10
57.484,-3.17,2011-10-19,3.989999911,2011,10
57.484,-3.17,2011-10-20,6.599999852,2011,10
57.484,-3.17,2011-10-21,9.819999781,2011,10
57.484,-3.17,2011-10-22,11.58999974,2011,10
57.484,-3.17,2011-10-23,10.78999976,2011,10
57.484,-3.17,2011-10-24,10.67999976,2011,10
57.484,-3.17,2011-10-25,11.02999975,2011,10
57.484,-3.17,2011-10-26,8.289999815,2011,10
57.484,-3.17,2011-10-27,7.699999828,2011,10
57.484,-3.17,2011-10-28,7.309999837,2011,10
57.484,-3.17,2011-10-29,10.07999977,2011,10
57.484,-3.17,2011-10-30,11.99999973,2011,10
57.484,-3.17,2011-10-31,12.65999972,2011,10
57.484,-3.17,2011-11-01,10.10999977,2011,11
57.484,-3.17,2011-11-02,7.259999838,2011,11
57.484,-3.17,2011-11-03,11.31999975,2011,11
57.484,-3.17,2011-11-04,10.71999976,2011,11
57.484,-3.17,2011-11-05,5.579999875,2011,11
57.484,-3.17,2011-11-06,4.209999906,2011,11
57.484,-3.17,2011-11-07,5.579999875,2011,11
57.484,-3.17,2011-11-08,4.89999989,2011,11
57.484,-3.17,2011-11-09,9.899999779,2011,11
57.484,-3.17,2011-11-10,10.72999976,2011,11
57.484,-3.17,2011-11-11,8.549999809,2011,11
57.484,-3.17,2011-11-12,9.709999783,2011,11
57.484,-3.17,2011-11-13,5.859999869,2011,11
57.484,-3.17,2011-11-14,6.969999844,2011,11
57.484,-3.17,2011-11-15,6.409999857,2011,11
57.484,-3.17,2011-11-16,5.209999884,2011,11
57.484,-3.17,2011-11-17,7.549999831,2011,11
57.484,-3.17,2011-11-18,10.53999976,2011,11
57.484,-3.17,2011-11-19,11.22999975,2011,11
57.484,-3.17,2011-11-20,10.02999978,2011,11
57.484,-3.17,2011-11-21,9.869999779,2011,11
57.484,-3.17,2011-11-22,8.579999808,2011,11
57.484,-3.17,2011-11-23,7.769999826,2011,11
57.484,-3.17,2011-11-24,8.089999819,2011,11
57.484,-3.17,2011-11-25,5.629999874,2011,11
57.484,-3.17,2011-11-26,6.789999848,2011,11
57.484,-3.17,2011-11-27,5.069999887,2011,11
57.484,-3.17,2011-11-28,7.099999841,2011,11
57.484,-3.17,2011-11-29,8.189999817,2011,11
57.484,-3.17,2011-11-30,4.419999901,2011,11
57.484,-3.17,2011-12-01,3.049999932,2011,12
57.484,-3.17,2011-12-02,2.799999937,2011,12
57.484,-3.17,2011-12-03,1.499999966,2011,12
57.484,-3.17,2011-12-04,0.699999984,2011,12
57.484,-3.17,2011-12-05,-1.79999996,2011,12
57.484,-3.17,2011-12-06,-0.43999999,2011,12
57.484,-3.17,2011-12-07,1.119999975,2011,12
57.484,-3.17,2011-12-08,2.929999935,2011,12
57.484,-3.17,2011-12-09,1.999999955,2011,12
57.484,-3.17,2011-12-10,0.689999985,2011,12
57.484,-3.17,2011-12-11,1.209999973,2011,12
57.484,-3.17,2011-12-12,2.359999947,2011,12
57.484,-3.17,2011-12-13,2.709999939,2011,12
57.484,-3.17,2011-12-14,2.519999944,2011,12
57.484,-3.17,2011-12-15,1.039999977,2011,12
57.484,-3.17,2011-12-16,-2.799999937,2011,12
57.484,-3.17,2011-12-17,-1.479999967,2011,12
57.484,-3.17,2011-12-18,-0.809999982,2011,12
57.484,-3.17,2011-12-19,-0.679999985,2011,12
57.484,-3.17,2011-12-20,1.219999973,2011,12
57.484,-3.17,2011-12-21,6.039999865,2011,12
57.484,-3.17,2011-12-22,6.359999858,2011,12
57.484,-3.17,2011-12-23,4.599999897,2011,12
57.484,-3.17,2011-12-24,5.80999987,2011,12
57.484,-3.17,2011-12-25,8.209999816,2011,12
57.484,-3.17,2011-12-26,7.709999828,2011,12
57.484,-3.17,2011-12-27,4.649999896,2011,12
57.484,-3.17,2011-12-28,4.739999894,2011,12
57.484,-3.17,2011-12-29,2.159999952,2011,12
57.484,-3.17,2011-12-30,3.279999927,2011,12
57.484,-3.17,2011-12-31,5.34999988,2011,12
57.484,-3.17,2012-01-01,4.549999898,2012,1
57.484,-3.17,2012-01-02,1.879999958,2012,1
57.484,-3.17,2012-01-03,1.909999957,2012,1
57.484,-3.17,2012-01-04,2.779999938,2012,1
57.484,-3.17,2012-01-05,2.529999943,2012,1
57.484,-3.17,2012-01-06,4.409999901,2012,1
57.484,-3.17,2012-01-07,4.01999991,2012,1
57.484,-3.17,2012-01-08,6.609999852,2012,1
57.484,-3.17,2012-01-09,6.229999861,2012,1
57.484,-3.17,2012-01-10,6.179999862,2012,1
57.484,-3.17,2012-01-11,4.869999891,2012,1
57.484,-3.17,2012-01-12,4.639999896,2012,1
57.484,-3.17,2012-01-13,1.669999963,2012,1
57.484,-3.17,2012-01-14,0.169999996,2012,1
57.484,-3.17,2012-01-15,-0.499999989,2012,1
57.484,-3.17,2012-01-16,-0.239999995,2012,1
57.484,-3.17,2012-01-17,2.839999937,2012,1
57.484,-3.17,2012-01-18,4.739999894,2012,1
57.484,-3.17,2012-01-19,2.479999945,2012,1
57.484,-3.17,2012-01-20,3.55999992,2012,1
57.484,-3.17,2012-01-21,2.909999935,2012,1
57.484,-3.17,2012-01-22,2.489999944,2012,1
57.484,-3.17,2012-01-23,2.429999946,2012,1
57.484,-3.17,2012-01-24,3.58999992,2012,1
57.484,-3.17,2012-01-25,4.149999907,2012,1
57.484,-3.17,2012-01-26,1.119999975,2012,1
57.484,-3.17,2012-01-27,0.309999993,2012,1
57.484,-3.17,2012-01-28,0.479999989,2012,1
57.484,-3.17,2012-01-29,0.469999989,2012,1
57.484,-3.17,2012-01-30,0.789999982,2012,1
57.484,-3.17,2012-01-31,1.099999975,2012,1
57.484,-3.17,2012-02-01,0.309999993,2012,2
57.484,-3.17,2012-02-02,-1.629999964,2012,2
57.484,-3.17,2012-02-03,-1.32999997,2012,2
57.484,-3.17,2012-02-04,-1.159999974,2012,2
57.484,-3.17,2012-02-05,2.549999943,2012,2
57.484,-3.17,2012-02-06,3.14999993,2012,2
57.484,-3.17,2012-02-07,-1.459999967,2012,2
57.484,-3.17,2012-02-08,-0.629999986,2012,2
57.484,-3.17,2012-02-09,3.999999911,2012,2
57.484,-3.17,2012-02-10,3.429999923,2012,2
57.484,-3.17,2012-02-11,4.439999901,2012,2
57.484,-3.17,2012-02-12,3.239999928,2012,2
57.484,-3.17,2012-02-13,4.01999991,2012,2
57.484,-3.17,2012-02-14,5.999999866,2012,2
57.484,-3.17,2012-02-15,7.069999842,2012,2
57.484,-3.17,2012-02-16,7.399999835,2012,2
57.484,-3.17,2012-02-17,5.649999874,2012,2
57.484,-3.17,2012-02-18,2.68999994,2012,2
57.484,-3.17,2012-02-19,1.509999966,2012,2
57.484,-3.17,2012-02-20,4.989999888,2012,2
57.484,-3.17,2012-02-21,8.919999801,2012,2
57.484,-3.17,2012-02-22,10.09999977,2012,2
57.484,-3.17,2012-02-23,8.789999804,2012,2
57.484,-3.17,2012-02-24,7.409999834,2012,2
57.484,-3.17,2012-02-25,6.499999855,2012,2
57.484,-3.17,2012-02-26,7.16999984,2012,2
57.484,-3.17,2012-02-27,9.939999778,2012,2
57.484,-3.17,2012-02-28,11.84999974,2012,2
57.484,-3.17,2012-02-29,10.12999977,2012,2
57.484,-3.17,2012-03-01,9.689999783,2012,3
57.484,-3.17,2012-03-02,7.069999842,2012,3
57.484,-3.17,2012-03-03,6.559999853,2012,3
57.484,-3.17,2012-03-04,3.609999919,2012,3
57.484,-3.17,2012-03-05,2.539999943,2012,3
57.484,-3.17,2012-03-06,3.58999992,2012,3
57.484,-3.17,2012-03-07,5.159999885,2012,3
57.484,-3.17,2012-03-08,5.299999882,2012,3
57.484,-3.17,2012-03-09,8.469999811,2012,3
57.484,-3.17,2012-03-10,8.099999819,2012,3
57.484,-3.17,2012-03-11,9.659999784,2012,3
57.484,-3.17,2012-03-12,8.099999819,2012,3
57.484,-3.17,2012-03-13,7.909999823,2012,3
57.484,-3.17,2012-03-14,8.779999804,2012,3
57.484,-3.17,2012-03-15,9.339999791,2012,3
57.484,-3.17,2012-03-16,8.759999804,2012,3
57.484,-3.17,2012-03-17,5.80999987,2012,3
57.484,-3.17,2012-03-18,2.429999946,2012,3
57.484,-3.17,2012-03-19,6.209999861,2012,3
57.484,-3.17,2012-03-20,10.09999977,2012,3
57.484,-3.17,2012-03-21,10.86999976,2012,3
57.484,-3.17,2012-03-22,6.289999859,2012,3
57.484,-3.17,2012-03-23,5.609999875,2012,3
57.484,-3.17,2012-03-24,7.689999828,2012,3
57.484,-3.17,2012-03-25,10.87999976,2012,3
57.484,-3.17,2012-03-26,11.53999974,2012,3
57.484,-3.17,2012-03-27,11.00999975,2012,3
57.484,-3.17,2012-03-28,10.65999976,2012,3
57.484,-3.17,2012-03-29,11.22999975,2012,3
57.484,-3.17,2012-03-30,9.449999789,2012,3
57.484,-3.17,2012-03-31,6.179999862,2012,3
57.484,-3.17,2012-04-01,5.109999886,2012,4
57.484,-3.17,2012-04-02,3.609999919,2012,4
57.484,-3.17,2012-04-03,1.919999957,2012,4
57.484,-3.17,2012-04-04,2.429999946,2012,4
57.484,-3.17,2012-04-05,2.769999938,2012,4
57.484,-3.17,2012-04-06,5.789999871,2012,4
57.484,-3.17,2012-04-07,5.81999987,2012,4
57.484,-3.17,2012-04-08,7.979999822,2012,4
57.484,-3.17,2012-04-09,6.959999844,2012,4
57.484,-3.17,2012-04-10,4.339999903,2012,4
57.484,-3.17,2012-04-11,5.759999871,2012,4
57.484,-3.17,2012-04-12,4.439999901,2012,4
57.484,-3.17,2012-04-13,3.639999919,2012,4
57.484,-3.17,2012-04-14,3.409999924,2012,4
57.484,-3.17,2012-04-15,2.969999934,2012,4
57.484,-3.17,2012-04-16,3.379999924,2012,4
57.484,-3.17,2012-04-17,5.159999885,2012,4
57.484,-3.17,2012-04-18,3.089999931,2012,4
57.484,-3.17,2012-04-19,4.179999907,2012,4
57.484,-3.17,2012-04-20,6.109999863,2012,4
57.484,-3.17,2012-04-21,6.239999861,2012,4
57.484,-3.17,2012-04-22,6.339999858,2012,4
57.484,-3.17,2012-04-23,5.499999877,2012,4
57.484,-3.17,2012-04-24,5.79999987,2012,4
57.484,-3.17,2012-04-25,4.989999888,2012,4
57.484,-3.17,2012-04-26,5.319999881,2012,4
57.484,-3.17,2012-04-27,4.89999989,2012,4
57.484,-3.17,2012-04-28,4.109999908,2012,4
57.484,-3.17,2012-04-29,2.809999937,2012,4
57.484,-3.17,2012-04-30,5.229999883,2012,4
57.484,-3.17,2012-05-01,6.889999846,2012,5
57.484,-3.17,2012-05-02,6.959999844,2012,5
57.484,-3.17,2012-05-03,6.809999848,2012,5
57.484,-3.17,2012-05-04,5.009999888,2012,5
57.484,-3.17,2012-05-05,4.349999903,2012,5
57.484,-3.17,2012-05-06,4.119999908,2012,5
57.484,-3.17,2012-05-07,3.159999929,2012,5
57.484,-3.17,2012-05-08,6.919999845,2012,5
57.484,-3.17,2012-05-09,5.499999877,2012,5
57.484,-3.17,2012-05-10,6.009999866,2012,5
57.484,-3.17,2012-05-11,6.009999866,2012,5
57.484,-3.17,2012-05-12,7.659999829,2012,5
57.484,-3.17,2012-05-13,9.239999793,2012,5
57.484,-3.17,2012-05-14,8.019999821,2012,5
57.484,-3.17,2012-05-15,6.539999854,2012,5
57.484,-3.17,2012-05-16,4.409999901,2012,5
57.484,-3.17,2012-05-17,3.789999915,2012,5
57.484,-3.17,2012-05-18,4.839999892,2012,5
57.484,-3.17,2012-05-19,5.939999867,2012,5
57.484,-3.17,2012-05-20,6.639999852,2012,5
57.484,-3.17,2012-05-21,9.039999798,2012,5
57.484,-3.17,2012-05-22,13.2399997,2012,5
57.484,-3.17,2012-05-23,13.94999969,2012,5
57.484,-3.17,2012-05-24,15.64999965,2012,5
57.484,-3.17,2012-05-25,15.56999965,2012,5
57.484,-3.17,2012-05-26,15.26999966,2012,5
57.484,-3.17,2012-05-27,14.35999968,2012,5
57.484,-3.17,2012-05-28,10.50999977,2012,5
57.484,-3.17,2012-05-29,8.579999808,2012,5
57.484,-3.17,2012-05-30,9.159999795,2012,5
