Lat,Long,Date,Temp,Year,Month
57.484,-3.17,2011-01-01,1.159999974,2011,1
57.484,-3.17,2011-01-02,1.119999975,2011,1
57.484,-3.17,2011-01-03,2.089999953,2011,1
57.484,-3.17,2011-01-04,3.459999923,2011,1
57.484,-3.17,2011-01-05,-0.02,2011,1
57.484,-3.17,2011-01-06,-1.509999966,2011,1
57.484,-3.17,2011-01-07,-3.039999932,2011,1
57.484,-3.17,2011-01-08,-2.839999937,2011,1
57.484,-3.17,2011-01-09,-1.899999958,2011,1
57.484,-3.17,2011-01-10,-0.469999989,2011,1
57.484,-3.17,2011-01-11,0.239999995,2011,1
57.484,-3.17,2011-01-12,0.959999979,2011,1
57.484,-3.17,2011-01-13,3.059999932,2011,1
57.484,-3.17,2011-01-14,4.139999907,2011,1
57.484,-3.17,2011-01-15,6.209999861,2011,1
57.484,-3.17,2011-01-16,9.169999795,2011,1
57.484,-3.17,2011-01-17,4.359999903,2011,1
57.484,-3.17,2011-01-18,2.099999953,2011,1
57.484,-3.17,2011-01-19,2.489999944,2011,1
57.484,-3.17,2011-01-20,-0.129999997,2011,1
57.484,-3.17,2011-01-21,1.449999968,2011,1
57.484,-3.17,2011-01-22,3.319999926,2011,1
57.484,-3.17,2011-01-23,4.999999888,2011,1
57.484,-3.17,2011-01-24,5.589999875,2011,1
57.484,-3.17,2011-01-25,3.029999932,2011,1
57.484,-3.17,2011-01-26,2.67999994,2011,1
57.484,-3.17,2011-01-27,1.839999959,2011,1
57.484,-3.17,2011-01-28,-0.839999981,2011,1
57.484,-3.17,2011-01-29,1.379999969,2011,1
57.484,-3.17,2011-01-30,2.719999939,2011,1
57.484,-3.17,2011-01-31,5.199999884,2011,1
57.484,-3.17,2011-02-01,6.109999863,2011,2
57.484,-3.17,2011-02-02,4.4899999,2011,2
57.484,-3.17,2011-02-03,2.119999953,2011,2
57.484,-3.17,2011-02-04,3.58999992,2011,2
57.484,-3.17,2011-02-05,2.999999933,2011,2
57.484,-3.17,2011-02-06,2.279999949,2011,2
57.484,-3.17,2011-02-07,2.329999948,2011,2
57.484,-3.17,2011-02-08,2.729999939,2011,2
57.484,-3.17,2011-02-09,3.259999927,2011,2
57.484,-3.17,2011-02-10,4.069999909,2011,2
57.484,-3.17,2011-02-11,-0.249999994,2011,2
57.484,-3.17,2011-02-12,2.549999943,2011,2
57.484,-3.17,2011-02-13,2.179999951,2011,2
57.484,-3.17,2011-02-14,2.819999937,2011,2
57.484,-3.17,2011-02-15,0.709999984,2011,2
57.484,-3.17,2011-02-16,1.899999958,2011,2
57.484,-3.17,2011-02-17,2.66999994,2011,2
57.484,-3.17,2011-02-18,2.309999948,2011,2
57.484,-3.17,2011-02-19,3.55999992,2011,2
57.484,-3.17,2011-02-20,2.889999935,2011,2
57.484,-3.17,2011-02-21,1.909999957,2011,2
57.484,-3.17,2011-02-22,2.129999952,2011,2
57.484,-3.17,2011-02-23,5.159999885,2011,2
57.484,-3.17,2011-02-24,8.669999806,2011,2
57.484,-3.17,2011-02-25,7.919999823,2011,2
57.484,-3.17,2011-02-26,5.939999867,2011,2
57.484,-3.17,2011-02-27,2.469999945,2011,2
57.484,-3.17,2011-02-28,2.309999948,2011,2
57.484,-3.17,2011-03-01,4.669999896,2011,3
57.484,-3.17,2011-03-02,5.699999873,2011,3
57.484,-3.17,2011-03-03,5.569999876,2011,3
57.484,-3.17,2011-03-04,6.289999859,2011,3
57.484,-3.17,2011-03-05,5.709999872,2011,3
57.484,-3.17,2011-03-06,4.819999892,2011,3
57.484,-3.17,2011-03-07,5.649999874,2011,3
57.484,-3.17,2011-03-08,4.839999892,2011,3
57.484,-3.17,2011-03-09,1.719999962,2011,3
57.484,-3.17,2011-03-10,2.109999953,2011,3
57.484,-3.17,2011-03-11,1.489999967,2011,3
57.484,-3.17,2011-03-12,-0.079999998,2011,3
57.484,-3.17,2011-03-13,1.549999965,2011,3
57.484,-3.17,2011-03-14,2.419999946,2011,3
57.484,-3.17,2011-03-15,1.169999974,2011,3
57.484,-3.17,2011-03-16,2.709999939,2011,3
57.484,-3.17,2011-03-17,3.449999923,2011,3
57.484,-3.17,2011-03-18,1.829999959,2011,3
57.484,-3.17,2011-03-19,3.499999922,2011,3
57.484,-3.17,2011-03-20,6.909999846,2011,3
57.484,-3.17,2011-03-21,9.629999785,2011,3
57.484,-3.17,2011-03-22,9.329999791,2011,3
57.484,-3.17,2011-03-23,7.759999827,2011,3
57.484,-3.17,2011-03-24,5.759999871,2011,3
57.484,-3.17,2011-03-25,5.659999873,2011,3
57.484,-3.17,2011-03-26,5.159999885,2011,3
57.484,-3.17,2011-03-27,5.159999885,2011,3
57.484,-3.17,2011-03-28,2.719999939,2011,3
57.484,-3.17,2011-03-29,5.149999885,2011,3
57.484,-3.17,2011-03-30,6.24999986,2011,3
57.484,-3.17,2011-03-31,7.349999836,2011,3
57.484,-3.17,2011-04-01,9.319999792,2011,4
57.484,-3.17,2011-04-02,8.989999799,2011,4
57.484,-3.17,2011-04-03,7.219999839,2011,4
57.484,-3.17,2011-04-04,7.649999829,2011,4
57.484,-3.17,2011-04-05,10.61999976,2011,4
57.484,-3.17,2011-04-06,11.82999974,2011,4
57.484,-3.17,2011-04-07,9.329999791,2011,4
57.484,-3.17,2011-04-08,11.29999975,2011,4
57.484,-3.17,2011-04-09,10.36999977,2011,4
57.484,-3.17,2011-04-10,11.58999974,2011,4
57.484,-3.17,2011-04-11,11.32999975,2011,4
57.484,-3.17,2011-04-12,7.109999841,2011,4
57.484,-3.17,2011-04-13,7.269999838,2011,4
57.484,-3.17,2011-04-14,10.62999976,2011,4
57.484,-3.17,2011-04-15,8.9599998,2011,4
57.484,-3.17,2011-04-16,8.779999804,2011,4
57.484,-3.17,2011-04-17,11.13999975,2011,4
57.484,-3.17,2011-04-18,8.459999811,2011,4
57.484,-3.17,2011-04-19,11.40999974,2011,4
57.484,-3.17,2011-04-20,10.46999977,2011,4
57.484,-3.17,2011-04-21,11.34999975,2011,4
57.484,-3.17,2011-04-22,11.04999975,2011,4
57.484,-3.17,2011-04-23,11.57999974,2011,4
57.484,-3.17,2011-04-24,8.539999809,2011,4
57.484,-3.17,2011-04-25,10.23999977,2011,4
57.484,-3.17,2011-04-26,6.639999852,2011,4
57.484,-3.17,2011-04-27,6.499999855,2011,4
57.484,-3.17,2011-04-28,9.37999979,2011,4
57.484,-3.17,2011-04-29,8.179999817,2011,4
57.484,-3.17,2011-04-30,8.989999799,2011,4
57.484,-3.17,2011-05-01,7.819999825,2011,5
57.484,-3.17,2011-05-02,7.059999842,2011,5
57.484,-3.17,2011-05-03,6.119999863,2011,5
57.484,-3.17,2011-05-04,6.379999857,2011,5
57.484,-3.17,2011-05-05,6.68999985,2011,5
57.484,-3.17,2011-05-06,11.49999974,2011,5
57.484,-3.17,2011-05-07,14.28999968,2011,5
57.484,-3.17,2011-05-08,12.77999971,2011,5
57.484,-3.17,2011-05-09,11.39999975,2011,5
57.484,-3.17,2011-05-10,12.34999972,2011,5
57.484,-3.17,2011-05-11,11.70999974,2011,5
57.484,-3.17,2011-05-12,9.199999794,2011,5
57.484,-3.17,2011-05-13,8.589999808,2011,5
57.484,-3.17,2011-05-14,7.819999825,2011,5
57.484,-3.17,2011-05-15,8.789999804,2011,5
57.484,-3.17,2011-05-16,11.67999974,2011,5
57.484,-3.17,2011-05-17,10.21999977,2011,5
57.484,-3.17,2011-05-18,9.979999777,2011,5
57.484,-3.17,2011-05-19,9.38999979,2011,5
57.484,-3.17,2011-05-20,7.989999821,2011,5
57.484,-3.17,2011-05-21,9.079999797,2011,5
57.484,-3.17,2011-05-22,9.239999793,2011,5
57.484,-3.17,2011-05-23,9.549999787,2011,5
57.484,-3.17,2011-05-24,7.979999822,2011,5
57.484,-3.17,2011-05-25,7.769999826,2011,5
