"(Intercept)","lat_prov","lat_garden","b[(Intercept) species:Alnus_rubra]","b[(Intercept) species:Betula_papyrifera]","b[(Intercept) species:Fagus_sylvatica]","b[(Intercept) species:Fraxinus_excelsior]","b[(Intercept) species:Picea_abies]","b[(Intercept) species:Picea_engelmannii]","b[(Intercept) species:Picea_mariana]","b[(Intercept) species:Picea_sitchensis]","b[(Intercept) species:Pinus_albicaulis]","b[(Intercept) species:Pinus_ponderosa]","b[(Intercept) species:Populus_balsamifera]","b[(Intercept) species:Populus_trichocarpa]","b[(Intercept) species:Pseudotsuga_menziesii]","b[(Intercept) species:Tsuga_heterophylla]","sigma","Sigma[species:(Intercept),(Intercept)]"
121.495102351207,-0.426313685759377,0.273202655247758,-27.1769456151166,-10.3018535409741,9.77643107483409,33.4896283419018,12.0420243111072,-15.2051869140066,21.694469213166,9.9720823995046,-12.5369118763586,47.7473441350495,1.63747125512137,-46.6972805045738,6.36972680049388,3.93119328791802,10.9032486878973,697.6784081885
129.94221050394,-0.505013718427218,0.210402775575122,-29.2879445758029,-10.8657160415585,8.27336624213339,36.3686111533706,3.82064951665037,-17.46295299296,23.4327702271163,9.03680030977572,-14.8207770453265,46.3473604854879,0.49451063063615,-48.7525965298838,5.45458351045971,2.03827789608825,10.5546177458409,478.834277871607
132.797452462442,-0.592192176725474,0.228975917341402,-25.8762983822183,-13.0267752044483,9.81517837362067,32.8770353167941,2.78381997528945,-16.276822077647,25.6308976503454,10.1328106606654,-16.1454811820225,45.9395450752259,4.36444168705619,-47.3711879206983,5.54565736742417,0.283493589324296,10.4851447912681,468.628483247781
132.262773696078,-0.582396041017285,0.234373540047674,-27.276049727372,-10.6597742198782,8.7552655274326,33.1582523386517,9.21838591361077,-16.5955225630068,28.9172278845066,7.17024202062092,-18.2610413561489,46.153329169524,1.752206955688,-46.3494751181859,5.31131280488703,-1.12999695355334,10.5153758112519,507.002007615262
116.002839244601,-0.421508364925299,0.268983323701039,-21.715111629435,-6.3904237598475,14.8504147848863,41.3107238643606,13.6139195431533,-8.50479779467092,32.0389242815424,15.3159350218581,-8.74524630462845,50.6210895009567,9.29775979661865,-43.421392414844,13.4940330142646,8.59740634403099,10.5103547989776,441.443951572458
131.383565786523,-0.551085870490905,0.240800304958022,-26.5209858771077,-11.9666917738385,8.1833200338526,31.8406909406274,10.3480036446888,-17.5086575675873,20.9840901240719,5.2170660178891,-22.3553718106103,39.8175869713844,-2.04113521872265,-47.9030724975874,4.35588972652535,1.72634556345986,10.4077754745779,580.308242792551
136.321371618173,-0.675560971113318,0.278452920519591,-28.6541463281074,-14.0437320996795,6.00352629648061,30.0391988472991,15.9243418418832,-19.690342621615,24.6947077742944,7.7677384406933,-15.421481743766,42.6544804355878,1.29177882027771,-47.7791435840144,4.00641788643865,-2.99809550745134,10.5639588991556,673.470319895155
118.860910690845,-0.412517883876833,0.259398425431006,-25.2489482311256,-9.30537171092756,11.786122486731,38.078132742364,-0.475014656722959,-12.7293747904497,32.1702861970401,9.35868029526623,-8.41073853925586,52.5939084259822,4.6184742137942,-46.3286923765013,11.4877368943172,7.6721076977191,10.5184968286231,1036.07186260376
132.641005724065,-0.569378404006503,0.247238760455042,-29.5169748526792,-13.1080308668613,7.4675074825442,36.0110524707419,3.18101326525211,-19.7477725313272,23.1405770831082,4.16488005573972,-22.6003564023474,46.494509109433,-1.61637160307687,-50.2548202824817,4.59655964603403,-0.430682942839336,10.9500208832821,624.073773836693
125.032955181877,-0.457874587938953,0.274214386579086,-29.4384869584223,-12.8630400739478,7.14241375419638,33.1029812398189,10.5611694446349,-14.4684876428873,29.2193848606472,9.10833369606928,-20.7470399530444,46.3560310323289,0.680190668098119,-49.447486009434,6.43951985158582,-1.03449135806654,10.6206597251955,545.421269273063
123.957007279519,-0.513774221212582,0.277887293918652,-25.71957324799,-9.05477344323909,9.85646787262333,37.5586295722284,-2.39229182208001,-13.9595778862175,23.3394768240975,7.47759456327362,-13.7361807547977,45.3918026832431,5.42688325835263,-44.5282601389499,9.54322768035819,5.92041784541738,10.4702566575054,711.320834490156
120.170275157918,-0.393003089966356,0.270030725849676,-27.838510085855,-12.507752466904,9.95457633438671,36.5947929931654,13.3761080711362,-13.8005148528323,26.3084205081058,12.6324459583542,-15.7381184610233,46.7656610463723,0.919426493798886,-47.7249387875463,7.04573811926547,-0.24426946975842,10.3185057408763,710.819850487377
121.044242851728,-0.416628656065642,0.278195605762471,-25.5828481639813,-11.3953574516338,9.14158458152364,36.0919662823965,15.072613255639,-14.2102388409934,25.5955651967037,11.6806764091837,-16.9052745851347,47.2886072906996,1.11147660499595,-46.1115605723971,6.32611410514087,1.20861029162725,10.4006947800445,733.013731401907
125.843456071797,-0.494478595140604,0.286412935909951,-28.2943225222568,-13.3935229912674,7.57970931303922,34.1180034225691,7.11627055792712,-17.3400970119788,24.3886124155296,2.61121635545171,-16.4598035578505,48.9298940816333,2.25056230624234,-47.9519936642653,4.43190096098818,3.43724029055089,10.5337590687487,747.317676833015
127.921019230432,-0.524400838803172,0.237825779387509,-25.5930351117601,-9.88227233995454,9.06220900078009,35.6443526137669,6.58375732782117,-14.9533788352815,28.3057314700666,12.2697246185536,-16.5510253155409,49.0728696357159,5.93161316254273,-46.937878873809,6.01649984987995,7.14614084544713,10.009872112914,751.110311110021
118.573704953469,-0.36592254986922,0.25318178190795,-25.8515246073385,-10.5887148121296,10.7704659114164,35.3470912881332,9.91619359729443,-11.4631265888659,24.1115097306757,11.3327300031412,-15.3237237448394,48.7631302778742,2.53281951246558,-46.3679360752422,9.4843666076757,6.51390957749182,10.3941009940031,605.02943658018
115.931749672212,-0.365899463489767,0.245548078989566,-21.3958284842227,-7.39777867759635,13.2993141981606,38.9030508186926,7.62080626840985,-9.97045492503057,30.6052477148538,13.5535279485444,-12.3900100533649,54.0689193424847,7.62889892650253,-43.5999659081121,9.84215311292837,2.98485378672935,10.6295005071332,708.815246829258
118.670614905013,-0.569760390537909,0.271887766957567,-17.6749040531023,0.0761533358443049,20.1822387455629,45.6712510735038,16.3806845401212,-5.96875780228554,36.9183525945559,20.5084900152456,-8.81188789372248,56.8251685804913,5.14807317347585,-36.1001979191653,17.2605899005116,17.1687379578924,10.3949864975623,914.188185839012
