"(Intercept)","MAT_prov","MAT_garden","b[(Intercept) species:Alnus_rubra]","b[(Intercept) species:Betula_papyrifera]","b[(Intercept) species:Fagus_sylvatica]","b[(Intercept) species:Fraxinus_excelsior]","b[(Intercept) species:Picea_abies]","b[(Intercept) species:Picea_engelmannii]","b[(Intercept) species:Picea_mariana]","b[(Intercept) species:Picea_sitchensis]","b[(Intercept) species:Pinus_albicaulis]","b[(Intercept) species:Pinus_ponderosa]","b[(Intercept) species:Populus_balsamifera]","b[(Intercept) species:Populus_trichocarpa]","b[(Intercept) species:Pseudotsuga_menziesii]","b[(Intercept) species:Tsuga_heterophylla]","sigma","Sigma[species:(Intercept),(Intercept)]"
136.158902313931,0.576498899657343,-3.90346850553456,-14.0048806028986,-7.79415237595122,15.4773131261359,41.2236134584381,-18.6161608432523,-4.15882075982447,13.7220289792509,16.063463061371,-0.716590699964462,55.9002648821059,-7.91631749659927,-35.9858402112092,15.2927998877449,15.0929477446801,9.71816264975557,256.666563176794
146.540841911906,0.551854063607462,-4.6057762673377,-19.7350753011684,-17.2595051219066,10.5341210600666,42.0552926074395,-12.7404964003002,-11.3236364572878,1.62100149246115,11.6531811877119,-4.3499800350778,46.0158098943299,-18.5448780456868,-36.6847121075812,12.8408472215873,12.7702671776057,10.3609498624896,404.628626775549
143.47447956467,0.494845533530521,-3.73972530023466,-24.0061680578856,-16.1689699411697,6.76220834428701,35.9802371004151,-19.1872070725878,-12.9348198932658,-2.07885983245041,16.0903077633576,-5.18533010392896,42.592554017299,-19.1833674237765,-44.3389378480248,4.73524712622182,10.1596159342493,9.85918440591307,318.465347114788
143.549252190884,0.740659152240004,-3.85519528483076,-24.216680870562,-17.9880932664296,5.46801506090709,32.6244889435373,-17.1679423211513,-10.2078653365739,5.63520342160919,8.89455804806781,-9.47990025177753,45.7485603303321,-18.2079586911012,-44.8837386668431,5.14083392777969,7.66263006094184,9.68617584949436,312.871026335186
144.409862924741,0.650318341872965,-3.80029187403209,-27.3630043512028,-19.427823728419,6.64548430795706,33.3604063029589,-14.5756262523845,-13.1558121999796,3.13944599032894,12.0356760595354,-9.24510729395742,45.0443919168846,-20.5301365966974,-41.8242857437913,6.74422556240336,4.51174417102755,9.77003136418615,327.485465381991
142.872318011532,0.980153303352052,-4.14027022399058,-24.7542169640229,-18.8193716044255,6.72329651027601,33.5791315716302,-26.1904957872675,-9.4168724744947,1.51374745244182,14.446524340905,-3.84644533198216,43.0608543810797,-18.5244642761044,-42.4733515308229,6.54348136493999,10.5429804430363,9.71358763237796,328.62104572708
143.805824095416,0.915463422483096,-4.25483598428224,-24.5776885003668,-16.3480318566835,7.01234466223627,34.1070661892832,-16.6844854011136,-9.83537004148742,1.78750624091238,13.272667465113,-3.60259905382487,47.955278618103,-20.4026687827718,-42.2667952832353,7.97234563190489,7.72545259522514,9.91920327155733,315.852836635467
148.270659266577,0.493645913920937,-3.73703555755912,-29.771895681805,-21.7277028366612,2.65512013416056,30.5231634216287,-31.1257714648848,-16.5515720116474,0.649900212148591,8.77087902862465,-11.9060879602923,40.6184129449234,-24.235830839613,-46.69863458422,1.37196311268972,-0.794692440968447,9.78062670625711,435.445161507897
147.420063575871,0.752645234717599,-4.3353868976757,-24.1056008005843,-18.6272896448134,8.05554533699928,33.1567583947246,-21.588822098846,-9.55688271467955,-3.33158415484115,15.7516621723171,-5.3666924172648,43.3830238275345,-19.7465867398416,-44.9661336257768,5.40913103183758,8.63663197320403,10.021921390215,385.614552042098
142.010028178996,0.656333616750299,-4.21143713658925,-20.0254722210402,-17.0125157680606,12.1145882423238,37.6215722798663,-21.4994167626341,-7.02862417443048,1.79219793758089,12.5563069015073,-3.08965975523085,49.0098682772326,-17.9627170256893,-36.3246633154526,14.0170767306634,11.1155159347724,10.1226584414697,385.908860197557
